"","Kingdom","Supergroup","Division","Class","Order","Family","Genus","Species"
"ASV728","Eukaryota","Alveolata","Apicomplexa","Colpodellidea","Colpodellida","Chrompodellids_CHR1_XX","Chrompodellids_CHR1_XXX","Chrompodellids_CHR1_XXX_sp."
"ASV729","Eukaryota","Alveolata","Ciliophora","Phyllopharyngea","Suctoria",NA,NA,NA
"ASV730","Eukaryota","Hacrobia","Katablepharidophyta","Katablepharidaceae","Katablepharidales","Katablepharidales_X","Katablepharidales_XX","Katablepharidales_XX_sp."
"ASV731","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Filosa-Imbricatea_X","Novel-clade-2","Novel-clade-2_X","Novel-clade-2_X_sp."
"ASV732","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae_D","Rimostrombidium_D","Rimostrombidium_D_sp."
"ASV733","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea",NA,NA,NA,NA
"ASV734","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Mychonastes","Mychonastes_homosphaera"
"ASV735","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlorophyceae_X","Chlorophyceae_XX","Treubaria","Treubaria_setigera"
"ASV736","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Monosigidae_Group_O","Monosigidae_Group_O_X","Monosigidae_Group_O_X_sp."
"ASV737","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonadales_XX","Chlamydomonadales_XX_sp."
"ASV738","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas",NA
"ASV739","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae_J","Strobilidiidae_J_X","Strobilidiidae_J_X_sp."
"ASV740","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas","Chlamydomonas_reinhardtii"
"ASV741","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Mychonastes","Mychonastes_sp."
"ASV742","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea",NA,NA,NA,NA
"ASV743","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Pansomonadida","Agitatidae","Agitata","Agitata_tremulans"
"ASV744","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Achnanthidium","Achnanthidium_minutissimum"
"ASV745","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonadales_XX","Chlamydomonadales_XX_sp."
"ASV746","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Achnanthidium","Achnanthidium_minutissimum"
"ASV747","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Asulcocephalium","Asulcocephalium_miricentonis"
"ASV748","Eukaryota","Opisthokonta","Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Mesostoma","Mesostoma_lingua"
"ASV749","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Ankistrodesmus","Ankistrodesmus_fusiformis"
"ASV750","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellales_X","Oocystaceae","Oocystaceae_sp."
"ASV751","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ASV753","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Selenastraceae","Monoraphidium","Monoraphidium_dybowskii"
"ASV755","Eukaryota","Opisthokonta","Fungi","Entomophthoromycota","Entomophthoromycotina","Entomophthorales","Basidiobolus","Basidiobolus_sp."
"ASV756","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Asulcocephalium","Asulcocephalium_miricentonis"
"ASV757","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Scuticociliatia_2","Scuticociliatia_2_X","Scuticociliatia_2_XX","Scuticociliatia_2_XX_sp."
"ASV758","Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"ASV759","Eukaryota","Alveolata","Apicomplexa","Colpodellidea","Colpodellida","Chrompodellids_CHR1_XX","Chrompodellids_CHR1_XXX","Chrompodellids_CHR1_XXX_sp."
"ASV760","Eukaryota","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX","Brachionus",NA
"ASV761","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Halteriidae","Halteriidae_X","Halteriidae_X_sp."
"ASV762","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonadales_XX","Chlamydomonadales_XX_sp."
"ASV763","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_XX","Chrysophyceae_XXX","Chrysophyceae_XXX_sp."
"ASV764","Eukaryota","Alveolata","Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX","Litostomatea_XXX","Litostomatea_XXX_sp."
"ASV765","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria",NA
"ASV766","Eukaryota","Alveolata","Ciliophora","Colpodea","Colpodea_X","Cyrtolophosidida","Cyrtolophosis","Cyrtolophosis_mucicola"
"ASV767","Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"ASV768","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae_J","Strobilidiidae_J_X","Strobilidiidae_J_X_sp."
"ASV769","Eukaryota","Hacrobia","Katablepharidophyta","Katablepharidaceae","Katablepharidales","Katablepharidales_X","Katablepharidales_XX","Katablepharidales_XX_sp."
"ASV770","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Cryptomycotina_XX","Cryptomycotina_XX_sp."
"ASV771","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Asulcocephalium","Asulcocephalium_miricentonis"
"ASV772","Eukaryota","Opisthokonta","Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Mesostoma","Mesostoma_lingua"
"ASV774","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda",NA,NA
"ASV776","Eukaryota","Alveolata","Ciliophora","Phyllopharyngea","Suctoria",NA,NA,NA
"ASV777","Eukaryota","Alveolata","Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX","Litostomatea_XXX","Litostomatea_XXX_sp."
"ASV778","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlorophyceae_X","Chlorophyceae_XX","Treubaria","Treubaria_setigera"
"ASV779","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_ambulans"
"ASV780","Eukaryota","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX",NA,NA
"ASV781","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASV782","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina",NA,NA,NA
"ASV783","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Peritrichia_2","Sessilida","Vorticella","Vorticella_microstoma"
"ASV784","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Asulcocephalium","Asulcocephalium_miricentonis"
"ASV785","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASV786","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Ankistrodesmus","Ankistrodesmus_fusiformis"
"ASV787","Eukaryota","Rhizaria","Cercozoa","Novel-clade-10-12","Novel-clade-10","Novel-clade-10_X","Novel-clade-10_XX","Novel-clade-10_XX_sp."
"ASV788","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae_D","Rimostrombidium_D","Rimostrombidium_D_sp."
"ASV789","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASV790","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellales_X","Oocystaceae","Oocystaceae_sp."
"ASV792","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas","Chlamydomonas_reinhardtii"
"ASV793","Eukaryota","Hacrobia","Centroheliozoa","Centroheliozoa_X","Pterocystida","Choanocystidae","Choanocystis","Choanocystis_sp."
"ASV794","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlorophyceae_X","Chlorophyceae_XX","Treubaria","Treubaria_setigera"
"ASV795","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASV796","Eukaryota","Alveolata","Apicomplexa","Colpodellidea","Colpodellida","Chrompodellids_CHR1_XX","Chrompodellids_CHR1_XXX","Chrompodellids_CHR1_XXX_sp."
"ASV797","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ASV798","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellida_X","Choanoflagellida_XX","Clade-2","Sphaeroeca","Sphaeroeca_leprechaunica"
"ASV799","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Monosigidae_Group_O","Monosigidae_Group_O_X","Monosigidae_Group_O_X_sp."
"ASV800","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas","Chlamydomonas_reinhardtii"
"ASV801","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae_D","Rimostrombidium_D","Rimostrombidium_D_sp."
"ASV802","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Spongomonadida","Spongomonadidae","Spongomonas","Spongomonas_minima"
"ASV805","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Ankyra","Ankyra_judayi"
"ASV806","Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"ASV807","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ASV808","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","LKM11-Rozella","LKM11-Rozella_sp."
"ASV809","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Ankyra","Ankyra_judayi"
"ASV810","Eukaryota","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX",NA,NA
"ASV811","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ASV812","Eukaryota","Alveolata","Ciliophora","CONTH_4","CONTH_4_X","CONTH_4_XX","CONTH_4_XXX","CONTH_4_XXX_sp."
"ASV813","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Asulcocephalium","Asulcocephalium_miricentonis"
"ASV814","Eukaryota","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","CONThreeP_XX","CONThreeP_XXX","CONThreeP_XXX_sp."
"ASV815","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlorophyceae_X","Chlorophyceae_XX","Treubaria","Treubaria_setigera"
"ASV816","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Ankistrodesmus","Ankistrodesmus_fusiformis"
"ASV818","Eukaryota","Opisthokonta","Fungi","Entomophthoromycota","Entomophthoromycotina","Entomophthorales","Basidiobolus","Basidiobolus_sp."
"ASV819","Eukaryota","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX",NA,NA
"ASV820","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Filosa-Imbricatea_X","Novel-clade-2","Novel-clade-2_X","Novel-clade-2_X_sp."
"ASV821","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Halteriidae","Halteriidae_X","Halteriidae_X_sp."
"ASV822","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlorophyceae_X","Chlorophyceae_XX","Treubaria","Treubaria_setigera"
"ASV823","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Acanthocyclops","Acanthocyclops_viridis"
"ASV824","Eukaryota","Rhizaria","Cercozoa","Novel-clade-10-12","Novel-clade-10","Novel-clade-10_X","Novel-clade-10_XX","Novel-clade-10_XX_sp."
"ASV826","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Ankyra","Ankyra_judayi"
"ASV827","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas","Chlamydomonas_reinhardtii"
"ASV828","Eukaryota","Archaeplastida","Chlorophyta","Chlorodendrophyceae","Chlorodendrales","Chlorodendraceae","Tetraselmis","Tetraselmis_cordiformis"
"ASV829","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Cryptomycotina_XX","Cryptomycotina_XX_sp."
"ASV831","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASV832","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Ankyra","Ankyra_judayi"
"ASV833","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_sp."
"ASV834","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_XX","Chrysophyceae_XXX","Chrysophyceae_XXX_sp."
"ASV835","Eukaryota","Alveolata","Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX","Litostomatea_XXX","Litostomatea_XXX_sp."
"ASV836","Eukaryota","Archaeplastida","Chlorophyta","Chlorodendrophyceae","Chlorodendrales","Chlorodendraceae","Tetraselmis","Tetraselmis_cordiformis"
"ASV837","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Rhizophydium","Rhizophydium_chlorogonii"
"ASV838","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ASV840","Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"ASV841","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASV842","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASV843","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Trebouxiophyceae_X","Trebouxiophyceae_XX","Botryococcus","Botryococcus_braunii"
"ASV844","Eukaryota","Hacrobia","Centroheliozoa","Centroheliozoa_X","Pterocystida","Choanocystidae","Choanocystis","Choanocystis_sp."
"ASV845","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Carteria","Carteria_sp."
"ASV846","Eukaryota","Rhizaria","Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp."
"ASV847","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ASV848","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Monosigidae_Group_O","Monosigidae_Group_O_X","Monosigidae_Group_O_X_sp."
"ASV849","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASV852","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas",NA
"ASV853","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Cryptomycotina_XX","Cryptomycotina_XX_sp."
"ASV854","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_sp."
"ASV855","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Urostylidae","Uroleptus","Uroleptus_sp."
"ASV856","Eukaryota","Opisthokonta","Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp."
"ASV857","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Asulcocephalium","Asulcocephalium_miricentonis"
"ASV858","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASV860","Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"ASV861","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ASV862","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellida_X","Choanoflagellida_XX","Clade-2","Sphaeroeca","Sphaeroeca_leprechaunica"
"ASV864","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Fragilaria",NA
"ASV865","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Urostylidae","Uroleptus","Uroleptus_sp."
"ASV866","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Rhizophydium","Rhizophydium_chlorogonii"
"ASV867","Eukaryota","Opisthokonta","Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Mesostoma","Mesostoma_lingua"
"ASV868","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C",NA,NA
"ASV869","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida",NA,NA,NA
"ASV870","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Asulcocephalium","Asulcocephalium_miricentonis"
"ASV872","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Mychonastes",NA
"ASV873","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-F","Paraphysomonas","Paraphysomonas_sp."
"ASV874","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Mesochytrium","Mesochytrium_penetrans"
"ASV876","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASV877","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASV878","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Ankyra","Ankyra_judayi"
"ASV879","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_XX","Chrysophyceae_XXX","Chrysophyceae_XXX_sp."
"ASV880","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Monosigidae_Group_O","Monosigidae_Group_O_X","Monosigidae_Group_O_X_sp."
"ASV881","Eukaryota","Rhizaria","Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp."
"ASV882","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Monosigidae_Group_O","Monosigidae_Group_O_X","Monosigidae_Group_O_X_sp."
"ASV883","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_ambulans"
"ASV884","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Carteria","Carteria_sp."
"ASV885","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Asterococcus",NA
"ASV886","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Rhizophydium","Rhizophydium_chlorogonii"
"ASV887","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASV888","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","LKM11-Rozella","LKM11-Rozella_sp."
"ASV889","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chaetopeltidales","Chaetopeltidales_X","Chaetopeltis","Chaetopeltis_orbicularis"
"ASV893","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellida_X","Choanoflagellida_XX","Clade-2","Sphaeroeca","Sphaeroeca_leprechaunica"
"ASV895","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Salpingoecidae_Group_C1","Salpingoeca_C1","Salpingoeca_fusiformis"
"ASV896","Eukaryota","Hacrobia","Katablepharidophyta","Katablepharidaceae","Katablepharidales","Katablepharidales_X","Katablepharidales_XX","Katablepharidales_XX_sp."
"ASV897","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASV898","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Cryptomycotina_XX","Cryptomycotina_XX_sp."
"ASV899","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonadales_XX","Chlamydomonadales_XX_sp."
"ASV900","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASV901","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chaetopeltidales","Chaetopeltidales_X","Chaetopeltis","Chaetopeltis_orbicularis"
"ASV902","Eukaryota","Opisthokonta","Fungi","Entomophthoromycota","Entomophthoromycotina","Entomophthorales","Basidiobolus","Basidiobolus_sp."
"ASV903","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Spongomonadida","Spongomonadidae","Spongomonas","Spongomonas_minima"
"ASV905","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_sp."
"ASV906","Eukaryota","Opisthokonta","Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Mesostoma","Mesostoma_lingua"
"ASV907","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellida_X","Choanoflagellida_XX","Clade-2","Sphaeroeca","Sphaeroeca_leprechaunica"
"ASV908","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_XX","Chrysophyceae_XXX","Chrysophyceae_XXX_sp."
"ASV909","Eukaryota","Alveolata","Ciliophora","Heterotrichea","Heterotrichea_X","Stentoridae","Stentor","Stentor_muelleri"
"ASV910","Eukaryota","Alveolata","Apicomplexa","Colpodellidea","Colpodellida","Chrompodellids_CHR1_XX","Chrompodellids_CHR1_XXX","Chrompodellids_CHR1_XXX_sp."
"ASV911","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASV912","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae_J","Strobilidiidae_J_X","Strobilidiidae_J_X_sp."
"ASV913","Eukaryota","Hacrobia","Katablepharidophyta","Katablepharidaceae","Katablepharidales","Katablepharidales_X","Katablepharidales_XX","Katablepharidales_XX_sp."
"ASV914","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASV915","Eukaryota","Rhizaria","Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp."
"ASV916","Eukaryota","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX","Filinia","Filinia_longiseta"
"ASV917","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASV918","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlorophyceae_X","Chlorophyceae_XX","Treubaria","Treubaria_setigera"
"ASV919","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellida_X","Choanoflagellida_XX","Clade-2","Sphaeroeca","Sphaeroeca_leprechaunica"
"ASV920","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida","Monosigidae_Group_O","Monosigidae_Group_O_X","Monosigidae_Group_O_X_sp."
"ASV921","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellida_X","Choanoflagellida_XX","Clade-2","Sphaeroeca","Sphaeroeca_leprechaunica"
"ASV922","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","LKM11-Rozella","LKM11-Rozella_sp."
"ASV923","Eukaryota","Rhizaria","Cercozoa","Novel-clade-10-12","Novel-clade-10","Novel-clade-10_X","Novel-clade-10_XX","Novel-clade-10_XX_sp."
"ASV924","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae","Cryptophyceae_X","Basal_Cryptophyceae-1","Basal_Cryptophyceae-1_X","Basal_Cryptophyceae-1_X_sp."
"ASV925","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASV926","Eukaryota","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","CONThreeP_XX","Askenasia","Askenasia_sp."
"ASV927","Eukaryota","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","CONThreeP_XX","Askenasia","Askenasia_sp."
"ASV928","Eukaryota","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX","Collotheca","Collotheca_campanulata"
"ASV929","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASV930","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Urostylidae","Uroleptus","Uroleptus_sp."
