"","wk0-m10","wk0-m11","wk0-m12","wk0-m13","wk0-m14","wk0-m15","wk0-m16","wk0-m17","wk0-m19","wk0-m2","wk0-m20","wk0-m21","wk0-m23","wk0-m24","wk0-m25","wk0-m26","wk0-m27","wk0-m3","wk0-m4","wk0-m5","wk0-m6","wk0-m7","wk0-m8","wk0-m9","wk10-m10","wk10-m11","wk10-m12","wk10-m13","wk10-m14","wk10-m15","wk10-m16","wk10-m17","wk10-m19","wk10-m2","wk10-m20","wk10-m21","wk10-m23","wk10-m24","wk10-m25","wk10-m26","wk10-m27","wk10-m3","wk10-m4","wk10-m5","wk10-m6","wk10-m7","wk10-m8","wk10-m9","wk12-m10","wk12-m11","wk12-m12","wk12-m13","wk12-m14","wk12-m15","wk12-m16","wk12-m17","wk12-m19","wk12-m2","wk12-m20","wk12-m21","wk12-m23","wk12-m24","wk12-m25","wk12-m26","wk12-m27","wk12-m3","wk12-m4","wk12-m5","wk12-m6","wk12-m7","wk12-m8","wk12-m9","wk14-m10","wk14-m11","wk14-m12","wk14-m13","wk14-m14","wk14-m15","wk14-m16","wk14-m17","wk14-m19","wk14-m2","wk14-m20","wk14-m21","wk14-m23","wk14-m24","wk14-m25","wk14-m26","wk14-m27","wk14-m3","wk14-m4","wk14-m5","wk14-m6","wk14-m7","wk14-m8","wk14-m9","wk18-m10","wk18-m11","wk18-m12","wk18-m13","wk18-m14","wk18-m15","wk18-m16","wk18-m17","wk18-m19","wk18-m2","wk18-m20","wk18-m21","wk18-m23","wk18-m24","wk18-m25","wk18-m26","wk18-m27","wk18-m3","wk18-m4","wk18-m5","wk18-m6","wk18-m7","wk18-m8","wk18-m9","wk22-m10","wk22-m11","wk22-m12","wk22-m13","wk22-m14","wk22-m15","wk22-m16","wk22-m17","wk22-m19","wk22-m2","wk22-m20","wk22-m21","wk22-m23","wk22-m24","wk22-m25","wk22-m26","wk22-m27","wk22-m3","wk22-m4","wk22-m5","wk22-m6","wk22-m7","wk22-m8","wk22-m9"
"ASV1183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55387162236442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54361687558017,0,4.72571868051656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62753937567882,0,2.38212383345578,0,0,0,0,0
"ASV1184",2.89410435279906,2.31232034127742,2.92424995165372,4.81611854396253,0,2.03673575834932,0,2.30175019674062,0,2.95662188795832,0,0,0,0,0,0,0,1.51341406362855,4.07607073425509,0,3.88819019757718,2.70090839738707,3.26343703589544,4.51950984366303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86626625932295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16629114562956,0,0,0,0,0,0,0,0,0,1.05154372335843,3.3604861071152
"ASV1185",0,2.09024846982717,3.99397960089383,4.95359121781783,0,4.3567995001025,0,0,0,3.63423204518643,0,0,0,0,0,0,0,4.01315572444294,0,0,0,1.8540864850234,4.54825211685145,4.14112324887238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208285660073593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63343119687641,0
"ASV1186",0,0,4.50837278282381,4.30169079302473,3.06441297130231,0,0,0,0,2.80475556615087,0,0,0,0,0,0,0,0,2.85443366596098,4.14302978189779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42193491570328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2846083430826,0,0,0,0,0,0,0,4.59966259375833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18209037688065,0,0,0,4.58721503349058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1112828596181,0,0,0,0,2.96647519994519,0,0,0,4.13493456814856,0
"ASV1187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1272376787765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85825580172885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69808946000821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19416891871224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45628139815569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62811932452941,0,0,0,0,0,0,0
"ASV1189",0,0,0,4.19481287323175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30425678119315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29303010278995,0,0,0,0,0,0,0,0,3.43149380258166,4.35415847622087,2.28195881600622,0,0,0,0,0,0,0,0,0,0,1.54873029049922,0,0,4.04857556626498,0,0,0,0,0,0,4.35063678520651,0,0,3.74438908031164,0,0,0,0,0,0,0,0,0,0,3.97705559090862,3.86456987932039,0,0,0,0,0,0,0,0,3.4475703438248,4.93595908997368,0,0,0,0,2.29719143441511,0,0,0,2.92246509317045,0,0,0,0,0,0,2.26801164047696,0,0,0,0,0,0,0,0,0,0,0,0,3.4547692082195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55268996042402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25080116617322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36555534244117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66304062817217,0,0,0,0,0,0,0,0,0
"ASV1191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01497428453625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24337683679498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51447471268879,0,4.64085167870325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01995808456772,0,3.79601513741251,0,0,0,0,0
"ASV1192",0,0,4.0610665275687,5.10883796279145,3.3637590213084,0,0,0,0,2.80475556615087,0,0,0,0,0,0,0,0,2.27013161301995,4.94116595146482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28594642235858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00907715289162,0,0,0,0,0,0,0,3.30067837634512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40523463871796,0,0,0,4.05134107412828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0356517188095,0,0,0,0,4.04383399308178,0,0,0,4.13493456814856,0
"ASV1193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92525803936309,4.75393008941521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36477565615603,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28620473700505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55857017750346,0,0,0,0,0,0,0,0,0,5.16974814695603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47775212300308,4.09732095350629,0,0,0,0,0,0,0,0,0,0,3.87766752285623,0,0,0,0,3.47735791508787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96830872794487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06135304774054,0,0,2.24336559891087,0,0,0,0,0,0,0,2.26801164047696,0,0,0,0,0,5.52139331425074,0,0,0,0,3.67641886433323,0,0,0,0,3.58568951720232,0,0,0,0,0,4.45917955021509,0,5.07282748731442,0,0,0,0,0,4.69589074586425,0,0,0,3.22307563380355
"ASV1196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95554574906002,0,0,0,0,0,0,0,0,0,0,0,6.60539283604604,0,0,0,0,0,0,0,0,0,0,0,6.2999648155934,0,0,0,0,0,0,5.49475542933206,0,0,0,0,0,0,0,0
"ASV1197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43402436544543,0,0,0,0,0,0,0,0,5.29362387225277,0,0,0,0,0,0,0,0,0,0,1.45030116092071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19075973266255,0,0,0,0,0,0,0,0,4.19165785421865,0,0,0,0,4.20588215624278,0,3.57588592422445,0,0,0,0,0,0,0,2.59677910545512,0,0,5.12432781839687,0,2.3131500841498,0,0,0,0,0,2.73586671675517,0,0,0,0,0,0,0,0,2.86800394519525,0,3.72172653079293,3.58874885419811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44212009446078,3.17091734742448,0,3.99320518989708,0,0,0,3.91189231154773,0,4.64550420142192,0,0,0,0,0,0,0,0,0,3.07118625645088
"ASV1198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59461603162404,0,0,0,0,0,0,0,0,0,4.94393600762311,0,0,0,0,0,4.45035465578971,0,0,0,0,0,7.81031314367876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95477354518682,0,3.14432400426646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05191743507738,0,0,0,0.999252258879709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29534196671074,0
"ASV1199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1700806849228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53360063163324,0,0,0,0,0,0,0,0,0,0,0
"ASV1200",3.24175214691052,0,0,3.58211229245232,0,0,2.92079156895292,0,0,3.21945109987114,0,0,0,0,0,0,0,3.09614395760277,3.80488596127571,5.14275922411523,4.22247566601594,0,3.07093413000488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28392131707885,0,0,0,0,0,0,0,2.37162118469266,0,2.95051112688714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41839217951034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21086808511658,0,0,0,0,0,3.70030669096141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15280697920238,0,0
"ASV1201",3.13491465873666,0,0,4.07937915212951,0,4.17243854597899,0,0,0,3.33484938489706,0,0,0,0,3.94295134058764,0,0,0,3.64742359373043,6.54976602294942,0,4.33734054514038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1202",2.75672937306431,0,3.18707450879874,3.19533469928318,0,0,0,0,0,4.09345370513109,0,0,0,0,0,0,0,5.21076109877012,3.33948289074653,6.64139021865154,0,2.852764515619,1.85005690482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1203",0,0,0.607344547372339,2.49554686592267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241787492301338,0,3.71046964651784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07207000404672,0,0,0,0,0,5.09244966373738,0,0,0,0,0,0,0,0,0,0,0,2.97766239045984,0,0,0,0,0,1.60241851460819,0,0,0,0,0,3.4716830951413,0,0,0,2.97453410662985,0,0,0,0,0,0,0,0,0,0,0,0,4.56311747033301,0,0,0,0,0,0,0,0,0,0,4.08249272336731,4.63284228199868,0,0,0,0,0,0,0,0,4.0392111101411,0,0,0,0,0,0.800820011119304,5.20274144518567,3.3120140745035,0,3.36978060471791,0
"ASV1206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61863671551271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1207",0,0,3.92362026821162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20803051258204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21436935011995,0,0,0,0,0,4.2497959310273,0,0,0,0,0,0,0,4.28473456367059,0,0,0,0,4.42820057776378,0,0,0,4.08304805039908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25951070306491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72955710185533,0,3.2981314910377,0,3.5802274460277,0,0,2.58648528627628,0,2.47076801774631,4.76414242629447,0,0,0,0,0,0,4.27264565438321,0,0,0,0,0,4.31890795865305,4.57089173770937,0
"ASV1208",0,0,0,0,0,0,5.24170955367516,0,0,5.8234553671908,0,0,0,0,0,0,0,0,4.90073719109502,0,3.27186306703392,3.23097081089821,4.87747635717634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07578732387987,0,0,0,0,0,2.21591806428644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41764659341153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5344855561077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22171883870443,0,0,6.4619836890828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79509765060114,0,5.56039637688209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36931820582863,0
"ASV1211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07207075074143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.09440121552161,0,0,0,3.59508964836124,0,0,0,0,2.36616655533264,0,0,0,0,0,0,0,0,2.37093787310226,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93173404768837,0,0,0,4.20920978307396,0,0,0,3.76989419875519,0,0,0,0,0,4.18184137568045,0,0,0,0,0,0,0,0,0,0,0,2.67554584680082,0,0,0,0,0,0,0,3.18209037688065,0,0,0,0,0,0,0,0,2.56368513918651,0,0,0,0,0,0,0,0,1.58239224296166,0,0,0,0,0,3.25575949022758,0,0,0,3.21788023640455,3.90076364783364
"ASV1212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75362694860784,0,0,0,0,0,0,0,0,0,5.14419439751154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63624414949556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91141004462049,0,0,0,0,0,0,0,0,2.49805920323688,0,0,0,4.90655077119389,0,0,0,0,0,0,0,0,0,0,4.17219685712862,0,0,0,0,0,0,2.01497428453625,0,0,0,0,0,4.09272982049685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33426572168092,0,0,0,0,0,0,0,0,0,0,3.92479455943093,0,0,0,0,1.28156411372656,2.79855274864685,0,0,0,0,0,0,0,0,4.67604499819245,0,0,0,0,0,0,0,0,3.68698209180286,0,0,0,0,2.50699307317788,4.00971015516685,0,0,0,0,0,0,0,0
"ASV1214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55162957537325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52192453723529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63121490753562,0,3.18236791255816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1196563849305,0,0,5.05579338029431,0,4.73623748164906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07118092904804,0,0,0
"ASV1215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12863167405923,5.08004133518969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01198220711122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97126613668352,0,0,0,3.89940203784436,0,6.48313278401079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34810679738403,0,3.00365261759166,0,0,0,0,0,0,0,0,3.33517122348445,0,0,0,1.60241851460819,0,0,0,0,0,3.59714217942323,0,0,0,0,0,4.74938379825611,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76740380961758,0,0,0,2.31571978545214,0,4.83354759107632,0,4.74970839098933,3.56287669576702,0,0,0,0,0,0,4.22831289142882,0,4.53380699338293,0,0,3.91021686705328,0,0,3.38120698647097,4.03314086036354,0,0,4.21736650101575,0
"ASV1217",0,0,0,0,5.17045054223465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52602472256556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41814756052239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65723715012817,0,0,0,0
"ASV1218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42672612885483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633515392687017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03660441047785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18595741436961,0,6.37633442089323,0,0,0,3.41340054362716,0,0,0,0,3.38155287419471,0,0,0,0,0,4.30644750794683,0,0,0,0,0,0,0,0,0,4.63611137776737,0,3.2981314910377,0,0,0,0,4.75517214011456,0,0,0,0,2.49253653632688,0,0,0,0,0,0,0,0,0,0,0,1.63496993852754,0
"ASV1219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79023407629548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18740769613208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.60636835408211,0,1.76501959967565,0,0,0,0,0,0,0,0,0,0,3.74997193953207,0,0,0,0,0,0,0,0,0,3.4716830951413,0,0,0,2.29719143441511,0,0,3.2423562059371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5610039438122,0,3.4547692082195,3.04865008187802,0,1.00469929773962,0,0,0,0,3.49168722989113,0,3.28062163350334,3.6947702114627,0,4.35062213663689,0,0,0,0,4.07061221201691,4.39688526222543,3.36978060471791,2.70894100614286
"ASV1220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26239191185573,0,0,0,0,0,0,5.62719817552626,0,0,0,0,0,0,0,0,0,0,0,0,6.20855480528516,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27654543513791,0,6.42101478957334,0,0,0,0,0,0,0,3.90308695582758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1222499903648,0,5.98075991007125,0,0,0,0,0,0,0,0,0,0,0,0,3.74353707610533,0,0,0,0,0,0,5.12835840271764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47125222792539,0,0,0,0,0,0,0,5.89864393922784,0,0,0,0,0,0,0,0,3.86822235026496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22356591068713,0,0,0,0,0,0,0,0,0,0,0
