"","E-wk0-m10","E-wk0-m11","E-wk0-m12","E-wk0-m13","E-wk0-m14","E-wk0-m15","E-wk0-m16","E-wk0-m17","E-wk0-m19","E-wk0-m2","E-wk0-m20","E-wk0-m21","E-wk0-m23","E-wk0-m24","E-wk0-m25","E-wk0-m26","E-wk0-m27","E-wk0-m3","E-wk0-m4","E-wk0-m5","E-wk0-m6","E-wk0-m7","E-wk0-m8","E-wk0-m9","E-wk10-m10","E-wk10-m11","E-wk10-m12","E-wk10-m13","E-wk10-m14","E-wk10-m15","E-wk10-m16","E-wk10-m17","E-wk10-m19","E-wk10-m2","E-wk10-m20","E-wk10-m21","E-wk10-m23","E-wk10-m24","E-wk10-m25","E-wk10-m26","E-wk10-m27","E-wk10-m3","E-wk10-m4","E-wk10-m5","E-wk10-m6","E-wk10-m7","E-wk10-m8","E-wk10-m9","E-wk12-m10","E-wk12-m11","E-wk12-m12","E-wk12-m13","E-wk12-m14","E-wk12-m15","E-wk12-m16","E-wk12-m17","E-wk12-m19","E-wk12-m2","E-wk12-m20","E-wk12-m21","E-wk12-m23","E-wk12-m24","E-wk12-m25","E-wk12-m26","E-wk12-m27","E-wk12-m3","E-wk12-m4","E-wk12-m5","E-wk12-m6","E-wk12-m7","E-wk12-m8","E-wk12-m9","E-wk14-m10","E-wk14-m11","E-wk14-m12","E-wk14-m13","E-wk14-m14","E-wk14-m15","E-wk14-m16","E-wk14-m17","E-wk14-m19","E-wk14-m2","E-wk14-m20","E-wk14-m21","E-wk14-m23","E-wk14-m24","E-wk14-m25","E-wk14-m26","E-wk14-m27","E-wk14-m3","E-wk14-m4","E-wk14-m5","E-wk14-m6","E-wk14-m7","E-wk14-m8","E-wk14-m9","E-wk18-m10","E-wk18-m11","E-wk18-m12","E-wk18-m13","E-wk18-m14","E-wk18-m15","E-wk18-m16","E-wk18-m17","E-wk18-m19","E-wk18-m2","E-wk18-m20","E-wk18-m21","E-wk18-m23","E-wk18-m24","E-wk18-m25","E-wk18-m26","E-wk18-m27","E-wk18-m3","E-wk18-m4","E-wk18-m5","E-wk18-m6","E-wk18-m7","E-wk18-m8","E-wk18-m9","E-wk22-m10","E-wk22-m11","E-wk22-m12","E-wk22-m13","E-wk22-m14","E-wk22-m15","E-wk22-m16","E-wk22-m17","E-wk22-m19","E-wk22-m2","E-wk22-m20","E-wk22-m21","E-wk22-m23","E-wk22-m24","E-wk22-m25","E-wk22-m26","E-wk22-m27","E-wk22-m3","E-wk22-m4","E-wk22-m5","E-wk22-m6","E-wk22-m7","E-wk22-m8","E-wk22-m9"
"ASV587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91286890123694,0,0,0,0,5.70402275196186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9218165327792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85481321975468,0,0,0,0,0,0,0
"ASV588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60202574489181,0,0,5.40490378178387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38937461720399,0,0,5.16740662904967,0,6.71549159526962,0,4.19124884090424,0,0,0,0,0,0,0,3.57024796779732,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69012899669852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.751982149559,0,0,0,0,0,0,0,0,5.41015086862815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18986330919392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25293371375539,0,0,0,0,0,0,0,0,4.61633380784206,0,0,0,0,0,0,0,0,0,5.34591618065191,0,0,0,0,4.71284878844968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19896262087272,0,0,5.12459762454085,0,0,0
"ASV590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25821522254502,0,0,0,3.59963619726852,0,0,5.08407874765195,0,0,0,0,0,0,5.25253075078735,0,0,0,0,0,0,0,0,0,0,0,5.14256640062944,0,0,7.00880546590882,0,4.46187430210111,0,0,0,0,0,0,0,0,4.0696817948992,0,0,0,0,0,4.74167733380095,0,0,0,4.73791164295262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1797940404327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02298838051385,0,3.11033722088093,0,4.42139286126923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83747467918868,0,5.74641924842246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7845443785546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV592",0,4.83147395235588,0,0,0,0,0,3.47339616530688,0,0,0,4.24277296108729,0,3.38545770309702,0,0,0,0,0,0,0,0,0,4.61976970820255,0.265242648379078,0,0,0,0,0,0,0,0,0,0,0,0,4.27833843399565,0,4.70518416965457,0,0,0,4.67725326603381,1.23816674523428,0,5.5797174162712,0,0,0,0,0,4.36161479146549,0,0,0,3.64341861611694,0,3.96705404555069,4.62955510508391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70376127960259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13984280419924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69894055547635
"ASV593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56934818060146,3.9921674771829,0,0,0,0,0,0,0,4.44397213832993,0,0,0,0,0,0,0,0,0,0,1.2954433905403,0,0,0,0,4.11137546152933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41400093677929,0,0,0,0,0,2.58378485207914,4.90790134094757,0,0,1.73418948436443,3.24272823261104,0,0,0,0,2.03450447785733,0,0,0,0,0,0,3.38800528519479,0,0,0,0,0,0.418609719974767,0,4.53826843003152,0,0,0,5.619593891822,2.87820705432594,0,0,0,0,0,0,0,0,0,0,0,2.86295269633873,0,0,2.99880923357162,0,0,3.69760396242506,0,4.03744569701354,0,0,3.35810159743529
"ASV595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84018535236303,0,0,4.54655033986479,0,0,0,0,5.64886588693393,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48376135312261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73751927918715,6.02045118651868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59155856442008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90696388072347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV596",4.93184559815241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61555121936343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40943738722938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96665993360912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35301867214179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74798315469395,0,0,0,0,4.81855982844218,0,5.27810382075278,0
"ASV597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78514136709599,0,2.8217296519481,0,5.9056270324339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03709875393316,0,0,0,5.95846953175289,0,0,0,0,4.88938349254629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47159878765129,0,0,0,5.10281948354063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54983199965969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70935462260686,0,0,0,0,0,0.591180146691832,0,0,0,0,0,0,0,5.20699112218008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37210374437326,0,5.60447753393059,0,0,0,0,0,0,0,0,0,0,0,5.6602931089186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20088788078688,0,0,0,0,0,0,0,0,0,0,3.29210637415859,0,0,0,4.34159405750726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80395303575053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06874041441147,0,0,0,0,0,0,0,0,0,0,1.41500442621544,0,0,0,5.24114110805703,0,0,0,0,0,0,0,0,7.45921105764612,0,5.61101147589417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18059613772211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66987883910129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88579781432313,0,0,0,0,0,0,0,4.3913413601024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723014392812792,0,4.41529548689288,0,4.03026149330754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82054899849638,5.06202153205709,4.10263550468081,0,6.0340427259448,0,4.6519518017625,0,0,0
"ASV602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68538046990302,0,0,0,0,0,0,0,0,0,0,0,0,0.986682231756264,0,0,0,0,3.36082224302005,0,4.11546754014668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18896439538056,0,0,0,0,0,0,3.52922074471579,0,0,0,4.74377417111125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4450266118117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44265917574598,0,0,0,0,0,0,0
"ASV604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02650143261478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13086258813358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80903102702479,0,0,0,0,0,0,0
"ASV605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72699233841659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1356444071576,0,0,0,0,0,0,4.05826320932917,4.91286890123694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13391803812129,0,0,0,0,0,0,0,0,0,3.93089638848835,0,0,0,0,3.53947370837596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64049809740767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV606",4.08410139360545,2.2970453352954,0,0,0,0,4.52720406743263,0,0,0,0,0,0,4.62593341043904,4.14748536059317,4.96600641014948,0,0,0,0,0,0,4.10114660996207,3.21831537881871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51802939072142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52922074471579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25309701177015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96590571129862,0,0,4.72473618782867,0,0,0,0,0,0,4.74942622677949,0,0,0,0,0,0,0,0,3.55682335902314,0,0,4.61607160022647,0,0,0,0,0,4.59409240608715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9168149858695,0,0,0,0,0,0,0,0,4.43480025482751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70957057681767,0,0,0,0,0,0,0,0
"ASV608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34302427171199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV609",0,2.78191170792828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65823353488811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77190662824834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20694306263415,0,0,0,0,0,0,0,0,0,0,0,5.36513657390426,0,0,0,0,0,0,0,0,0,4.32890776158746,0,5.11954226974878,0,0,0,0,0,0,5.76768273269329,0,0,0,0,3.86986624417221,0,4.64737891737941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462134430432175,0,0,0
"ASV610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86922697904203,0,0,0,0,0,0,0,0,6.23985498400414,0,0,0,0,6.02045118651868,0,0,0,0,0,0,0,0,0,0,0,0,5.90442979962482,0,0,0,0,0,0,0,4.52370852093121,0,0,2.88145543851832,0,0,0,0,0,1.38832246825054,0,0,0,0,0,0,0,0,0,0,0,0,5.50031187171728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64990869579177,0,0,4.89123210023713,0,0,0,0,0,0,0,0,0,5.11765451382018,0,0,0,0,0,0,0,0,0,0,4.75675406839239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95228161534607,0,0,0,0,0,0,0,0,0,0,0,5.48121466997371,0,0,0,0,0,0,1.51965731703846,0,0,0,0,0,0,0,3.93073152728086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73476284619481,3.14584410324095,0,0,0,0,0,0,0,0,0,1.93784477092979,0,0,0,0,0,0,0,0,0,0,3.86076286122638,0,3.90957266454207,0,0,0,0,2.52054459055643,0
"ASV612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53849645028891,0,0,0,0,0,4.55712549281125,0,0,0,0,5.9207353825082,0,0,0,0,0,0,0,0,0,6.39768758890529,0,5.05797377767362,0,0,0,0,0,6.5784077800853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21089273923111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20887011727456,0,0,0
"ASV613",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4383762408216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63560328629512,0,0,0,0,0,0,0
"ASV614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6914482765077,3.69342489665061,0,0,0,0,0,5.20704442836444,0,7.09649505896101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64718651438162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55351610774108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93510515914029,0,0,4.56351127620438,0,4.45795511945762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66783331171588,0,2.06324246263314,0,0,0,0,5.04753396749913,0
"ASV617",5.08381709917798,6.2212110021543,0,0,0,0,5.89778524112027,0,0,0,0,0,0,5.41718188447855,5.82893483567523,0,0,0,0,0,0,0,5.63919804180459,5.16508036618936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86318678787907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27853127963368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8877424459197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60982412341501,0,0,0,0,0,0,0
"ASV619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33414970116676,4.09903940131029,0,0,0,0,0,0,0,3.23510005788585,3.8563574485893,0,0,0,0,0,0,0,0,0,1.70949945863422,0,0,0,0,5.14211745012691,0,0,0,0,1.51246452179644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94460264021872,0,0,0,0,0,0,5.2032977401446,0,0,0.737080997830061,0,2.772353612272,0,0,0,0,0,0,0,0,0,0,3.97266076005122,0,0,0,0,0,1.41500442621544,0,4.46428969000637,0,0,0,5.03472945491588,1.87951725254749,0,0,0,0,0,0,0,0,0,0,0,3.34800087167339,0,0,3.99820604955204,0,0,3.53722671138653,0,3.68146628498023,0,0,3.45115223676449
"ASV620",3.08466973052203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76783008293787,0,0,0,0,0,0,3.20088788078688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36739698467241,0,0,1.23884032844396,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63211558341394,0,0,0,0,0,0,0,0,0,0,0,4.97401868877037,0,0.155001355197071,0,0,0,0,0,0,0,4.67672824683289,0,0,0,0,0,0,0,0,6.18774650352192,0,0,0,0,0,0,4.43242786205674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628067660576631,0,0,0
"ASV621",0,0,0,0,0,0,0,0,0,0,0,0,0,1.92763920748542,0,0,0,0,0,0,0,0,0,0,2.0668647482214,4.33136067403469,0,0,3.46221220162157,0,0,0,0,0,0,3.20954200152107,0,0,0,7.27213733221932,0,0,0,5.02509580542842,0,0,0,0,0,0,0,0,2.36302088143644,0,0,0,0,0,0,3.28619982489987,3.58805753839639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8353114348726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37043863647425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43625163217877,0,0,0,0,0,0,0,0,0,3.73269758704741,0,0,0,0,3.45050781688872,0,0,0,0,0,0,0,0,0,0,0,1.31495266225511,0,0,0,0,0,0,3.93196125762924,0,0,0,0,0,0,0,0,0,0,0,0,0,2.772353612272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47114903318758,0,0,0,0,4.297542062978,0,5.81566575472657,0,0,0,4.69058752313528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47685169731637,0
"ASV623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77299036587828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87045805170628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38938414762075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75945777624703,4.35551020211477,1.85300025318613,0,5.79035720701682,0,2.45077816680973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75751697178428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13309978385433,0,0,0,0,4.6122144862841,0,0,0,0,0,4.59202755510005,0,0,5.67031547737351,0,0,0,5.42308986047937,0,0,0,0,0,0,0,0,0,0,3.24542322587718,0,0,0,0,0,0,6.33737654271899,0,0,0,0,0,5.31131665326688,0,0,0,0,0,0,0,0,0,0,3.91713416013416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25911523780567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39471278250571,5.7199395048148,0,3.92247470079107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74537620331195,0,0,2.78314504912326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
