Sample.date,sampling.week,sampling.week.end,treatment,Heated,Invasion,Mesocosm,rep,A_TotalAlgae,A_Green,A_Cyanobacteria,A_Chromophytes,A_Cryptophytes
23/06/20,5,6,HI,Y,Y,10,5,2.21,0.64,1.09,0.47,0
23/06/20,5,6,HI,Y,Y,11,6,20.5,18.89,0.93,0.67,0
30/06/20,6,7,HI,Y,Y,3,1,3.04,0,1.28,1.5,0.26
30/06/20,6,7,HI,Y,Y,4,2,10.75,7.11,2.61,1.03,0
30/06/20,6,7,HI,Y,Y,6,3,7.88,4.03,3.84,0,0
30/06/20,6,7,HI,Y,Y,8,4,7.76,5.97,1.63,0.16,0
30/06/20,6,7,HI,Y,Y,10,5,1.34,0,1,0.27,0.07
30/06/20,6,7,HI,Y,Y,11,6,45.95,45.78,0.17,0,0
7/07/20,7,8,HI,Y,Y,3,1,6.56,4.2,1.03,1.17,0.16
7/07/20,7,8,HI,Y,Y,4,2,13.5,9.01,2.16,2.33,0
7/07/20,7,8,HI,Y,Y,6,3,13.3,10.92,2.32,0.06,0
7/07/20,7,8,HI,Y,Y,8,4,11.14,9.09,1.21,0.84,0
7/07/20,7,8,HI,Y,Y,10,5,1.95,0.78,0.68,0.49,0
7/07/20,7,8,HI,Y,Y,11,6,41.53,41.53,0,0,0
14/07/20,8,9,HI,Y,Y,3,1,7.62,5.07,0.79,1.34,0.43
14/07/20,8,9,HI,Y,Y,4,2,14.62,10.94,2.13,1.55,0
14/07/20,8,9,HI,Y,Y,6,3,8.06,5.69,1.82,0.55,0
14/07/20,8,9,HI,Y,Y,8,4,9.2,6.83,0.79,1.39,0.18
14/07/20,8,9,HI,Y,Y,10,5,2.71,1.2,0.67,0.68,0.17
14/07/20,8,9,HI,Y,Y,11,6,28.03,27.77,0.24,0.02,0
21/07/20,9,10,HI,Y,Y,3,1,13.44,11.97,0.99,0.48,0
21/07/20,9,10,HI,Y,Y,4,2,12.07,7.62,4.42,0.03,0
21/07/20,9,10,HI,Y,Y,6,3,8.75,6.26,1.9,0.59,0
21/07/20,9,10,HI,Y,Y,8,4,8.76,6.97,1.25,0.54,0
21/07/20,9,10,HI,Y,Y,10,5,3.59,2.53,0.6,0.44,0.03
21/07/20,9,10,HI,Y,Y,11,6,20.16,18.87,0.69,0.6,0
28/07/20,10,11,HI,Y,Y,3,1,6.73,4.95,1.46,0.32,0
28/07/20,10,11,HI,Y,Y,4,2,13.8,8.05,4.84,0.91,0
28/07/20,10,11,HI,Y,Y,6,3,10.7,7.83,1.24,1.62,0
28/07/20,10,11,HI,Y,Y,8,4,6.83,4.78,1.61,0.45,0
28/07/20,10,11,HI,Y,Y,10,5,2.56,0.88,0.65,0.8,0.22
28/07/20,10,11,HI,Y,Y,11,6,21.17,19.15,1.07,0.95,0
4/08/20,11,12,HI,Y,Y,3,1,9.02,7.53,1.14,0.35,0
4/08/20,11,12,HI,Y,Y,4,2,11.57,8.45,2.14,0.98,0
4/08/20,11,12,HI,Y,Y,6,3,9.93,7.98,0.12,1.83,0
4/08/20,11,12,HI,Y,Y,8,4,5.4,3.49,1.72,0.19,0
4/08/20,11,12,HI,Y,Y,10,5,1.67,1.15,0.41,0.11,0
4/08/20,11,12,HI,Y,Y,11,6,21.35,19.92,0.61,0.83,0
11/08/20,12,13,HI,Y,Y,3,1,16.04,13.99,1.87,0.18,0
11/08/20,12,13,HI,Y,Y,4,2,8,5.33,2.02,0.65,0
11/08/20,12,13,HI,Y,Y,6,3,3.72,1.93,1.79,0,0
11/08/20,12,13,HI,Y,Y,8,4,4.65,1.6,3.03,0.02,0
11/08/20,12,13,HI,Y,Y,10,5,2,0.78,0.68,0.52,0.01
11/08/20,12,13,HI,Y,Y,11,6,23.17,21.67,1.37,0.13,0
18/08/20,13,14,HI,Y,Y,3,1,20.22,18.12,2.1,0,0
18/08/20,13,14,HI,Y,Y,4,2,6.4,3.72,0.87,1.34,0.47
18/08/20,13,14,HI,Y,Y,6,3,6.55,3.46,2.66,0.43,0
18/08/20,13,14,HI,Y,Y,8,4,3.98,1.77,1.86,0.35,0
18/08/20,13,14,HI,Y,Y,10,5,1.97,0.92,0.94,0.12,0
18/08/20,13,14,HI,Y,Y,11,6,33.13,32.72,0.41,0,0
25/08/20,14,15,HI,Y,Y,3,1,21.08,9.07,7.02,5,0
25/08/20,14,15,HI,Y,Y,4,2,11.22,7.93,1.09,2.2,0
25/08/20,14,15,HI,Y,Y,6,3,7.55,5.88,1.67,0,0
25/08/20,14,15,HI,Y,Y,8,4,3.16,1.44,1.17,0.56,0
25/08/20,14,15,HI,Y,Y,10,5,4.18,2.22,1.67,0.29,0
25/08/20,14,15,HI,Y,Y,11,6,40.86,40.72,0.15,0,0
1/09/20,15,16,HI,Y,Y,3,1,10.72,8.28,2.44,0,0
1/09/20,15,16,HI,Y,Y,4,2,19.3,16.63,0.58,2.09,0
1/09/20,15,16,HI,Y,Y,6,3,5.74,3.96,1.78,0,0
1/09/20,15,16,HI,Y,Y,8,4,3.92,1.99,1.76,0.17,0
1/09/20,15,16,HI,Y,Y,10,5,6.97,4.99,1.9,0.07,0
1/09/20,15,16,HI,Y,Y,11,6,38.84,38.84,0,0,0
8/09/20,16,17,HI,Y,Y,3,1,17.61,15.7,1.9,0,0
8/09/20,16,17,HI,Y,Y,4,2,36.4,34.08,0.39,1.93,0
8/09/20,16,17,HI,Y,Y,6,3,9.35,7.85,0.57,0.94,0
8/09/20,16,17,HI,Y,Y,8,4,3.55,1.54,1.48,0.53,0
8/09/20,16,17,HI,Y,Y,10,5,5.07,3.6,1.37,0.11,0
8/09/20,16,17,HI,Y,Y,11,6,40.68,39.09,1.59,0,0
15/09/20,17,18,HI,Y,Y,3,1,11.43,9.06,1.9,0.46,0
15/09/20,17,18,HI,Y,Y,4,2,46.88,45.39,1.38,0.11,0
15/09/20,17,18,HI,Y,Y,6,3,11.94,10.51,0.92,0.51,0
15/09/20,17,18,HI,Y,Y,8,4,4.75,2.55,1.8,0.4,0
15/09/20,17,18,HI,Y,Y,10,5,2.98,1.52,1.16,0.29,0
15/09/20,17,18,HI,Y,Y,11,6,34.38,32.52,1.85,0,0
22/09/20,18,19,HI,Y,Y,3,1,14.99,12.11,2.08,0.79,0
22/09/20,18,19,HI,Y,Y,4,2,84.17,79.34,4.83,0,0
22/09/20,18,19,HI,Y,Y,6,3,24.5,21.46,2.36,0.68,0
22/09/20,18,19,HI,Y,Y,8,4,6.41,3.8,2.55,0.06,0
22/09/20,18,19,HI,Y,Y,10,5,4.02,1.87,1.77,0.37,0
22/09/20,18,19,HI,Y,Y,11,6,42.28,37.76,4.52,0,0
29/09/20,19,20,HI,Y,Y,3,1,11.35,7.92,2.33,1.1,0
29/09/20,19,20,HI,Y,Y,4,2,68.83,59.31,7.5,2.01,0
29/09/20,19,20,HI,Y,Y,6,3,27.47,21.52,4.32,1.63,0
29/09/20,19,20,HI,Y,Y,8,4,8.81,6.13,2.35,0.33,0
29/09/20,19,20,HI,Y,Y,10,5,4.24,1.92,1.77,0.55,0
29/09/20,19,20,HI,Y,Y,11,6,29.11,21.36,7.75,0,0
6/10/20,20,21,HI,Y,Y,3,1,14.36,7.72,5.59,1.06,0
6/10/20,20,21,HI,Y,Y,4,2,108.38,87.24,16.62,4.51,0
6/10/20,20,21,HI,Y,Y,6,3,31.38,26.04,2.8,2.54,0
6/10/20,20,21,HI,Y,Y,8,4,10.33,7.01,1.23,0.24,1.85
6/10/20,20,21,HI,Y,Y,10,5,5.66,1.97,1.9,1.11,0.68
6/10/20,20,21,HI,Y,Y,11,6,34.77,26.56,8.21,0,0
13/10/20,21,22,HI,Y,Y,3,1,10.56,6.1,4.2,0.26,0
13/10/20,21,22,HI,Y,Y,4,2,72.54,53.82,14.2,4.51,0
13/10/20,21,22,HI,Y,Y,6,3,26.69,23.15,2.69,0.85,0
13/10/20,21,22,HI,Y,Y,8,4,7.47,6.31,0.96,0,0.2
13/10/20,21,22,HI,Y,Y,10,5,3.26,1.4,1.47,0.33,0.06
13/10/20,21,22,HI,Y,Y,11,6,27.17,22.58,4.53,0.06,0
20/10/20,22,23,HI,Y,Y,3,1,11.7,7.16,2.57,0.96,1.01
20/10/20,22,23,HI,Y,Y,4,2,52.81,37.05,11.07,4.7,0
20/10/20,22,23,HI,Y,Y,6,3,27.29,24.43,2.2,0.66,0
20/10/20,22,23,HI,Y,Y,8,4,8.2,7.29,0.61,0,0.3
20/10/20,22,23,HI,Y,Y,10,5,3.84,2.54,0.64,0.04,0.63
20/10/20,22,23,HI,Y,Y,11,6,27.35,20.53,4.78,2.04,0
27/10/20,23,24,HI,Y,Y,3,1,12.99,7.2,2.87,1.93,0.98
27/10/20,23,24,HI,Y,Y,4,2,68.76,45.44,19.01,4.31,0
27/10/20,23,24,HI,Y,Y,6,3,20.71,15.14,4.41,1.17,0
27/10/20,23,24,HI,Y,Y,8,4,13.83,12.34,1.2,0,0.28
27/10/20,23,24,HI,Y,Y,10,5,6.99,4.48,0.86,0.2,1.45
27/10/20,23,24,HI,Y,Y,11,6,24.32,15.2,7.89,1.22,0
3/11/20,24,25,HI,Y,Y,3,1,12.51,4.15,4.41,2.05,1.9
3/11/20,24,25,HI,Y,Y,4,2,63.54,28.74,28.33,6.47,0
3/11/20,24,25,HI,Y,Y,6,3,27.12,14.58,9.71,2.84,0
3/11/20,24,25,HI,Y,Y,8,4,4.35,1.7,0.64,0,2
3/11/20,24,25,HI,Y,Y,10,5,11.86,6.72,0.6,0,4.55
3/11/20,24,25,HI,Y,Y,11,6,29.14,16.45,12.41,0.28,0
10/11/20,25,26,HI,Y,Y,3,1,12.35,4.25,6.64,1.42,0.04
10/11/20,25,26,HI,Y,Y,4,2,51.55,10.87,33.98,6.7,0
10/11/20,25,26,HI,Y,Y,6,3,27.71,10.35,15.26,2.11,0
10/11/20,25,26,HI,Y,Y,8,4,6.99,3.59,0.53,0.04,2.84
10/11/20,25,26,HI,Y,Y,10,5,7.15,2.97,0.82,0.39,2.97
10/11/20,25,26,HI,Y,Y,11,6,17.62,8.65,8.97,0,0
17/11/20,26,27,HI,Y,Y,3,1,12.88,5.46,5.8,1.12,0.5
17/11/20,26,27,HI,Y,Y,4,2,52.65,3.61,40,6.86,2.18
17/11/20,26,27,HI,Y,Y,6,3,51.95,3.78,43.41,3.86,0.91
17/11/20,26,27,HI,Y,Y,8,4,18.92,8.62,0.05,0,10.25
17/11/20,26,27,HI,Y,Y,10,5,5.63,2.05,0.74,0.2,2.65
17/11/20,26,27,HI,Y,Y,11,6,23.5,8.75,14.75,0,0
24/11/20,27,28,HI,Y,Y,3,1,12.35,7.58,3.89,0.68,0.2
24/11/20,27,28,HI,Y,Y,4,2,39.62,2.14,31.96,3.59,1.93
24/11/20,27,28,HI,Y,Y,6,3,35.18,0,26.39,0,8.78
24/11/20,27,28,HI,Y,Y,8,4,14.63,7.46,0.06,0,7.11
24/11/20,27,28,HI,Y,Y,10,5,1.39,0.2,0.92,0.28,0
24/11/20,27,28,HI,Y,Y,11,6,20.82,7.54,13.28,0,0
1/12/20,28,29,HI,Y,Y,3,1,13.27,9.85,2.98,0.38,0.066666667
1/12/20,28,29,HI,Y,Y,4,2,45.08,3.81,37.24,2.99,1.04
1/12/20,28,29,HI,Y,Y,6,3,38.75,0,28.54,0,10.21666667
1/12/20,28,29,HI,Y,Y,8,4,11.66,5.1,0.25,0,6.32
1/12/20,28,29,HI,Y,Y,10,5,2.23,1.22,0.78,0.24,0
1/12/20,28,29,HI,Y,Y,11,6,27.47,10.63,16.84,0,0
8/12/20,29,30,HI,Y,Y,3,1,14.89,12.65,2.18,0.07,0
8/12/20,29,30,HI,Y,Y,4,2,63.08,5.22,55.38,2.49,0
8/12/20,29,30,HI,Y,Y,6,3,38.38,0,30.04,0.1,8.24
8/12/20,29,30,HI,Y,Y,8,4,9,3.35,0.4,0.04,5.226666667
8/12/20,29,30,HI,Y,Y,10,5,3.65,2.84,0.71,0.09,0
8/12/20,29,30,HI,Y,Y,11,6,23.21,10.56,12.65,0,0
15/12/20,30,31,HI,Y,Y,3,1,11.79,10.15,1.63,0,0
15/12/20,30,31,HI,Y,Y,4,2,69.37,3.31,64.27,1.79,0
15/12/20,30,31,HI,Y,Y,6,3,65.57,0,57.77,0.69,7.106666667
15/12/20,30,31,HI,Y,Y,8,4,9.83,2.58,0.61,0.45,6.183333333
15/12/20,30,31,HI,Y,Y,10,5,3.12,2.31,0.74,0.08,0
15/12/20,30,31,HI,Y,Y,11,6,22.96,9.83,13.13,0,0
22/12/20,31,32,HI,Y,Y,3,1,12.66,11.31,1.35,0,0
22/12/20,31,32,HI,Y,Y,4,2,77.77,4.85,71.35,1.57,0
22/12/20,31,32,HI,Y,Y,6,3,52.61,0,47.69,0.92,3.993333333
22/12/20,31,32,HI,Y,Y,8,4,14.27,4.53,0.63,0.27,8.843333333
22/12/20,31,32,HI,Y,Y,10,5,4.05,3.5,0.51,0.03,0
22/12/20,31,32,HI,Y,Y,11,6,23.78,10.22,13.56,0,0
29/12/20,32,33,HI,Y,Y,3,1,15.02,14.21,0.82,0,0
29/12/20,32,33,HI,Y,Y,4,2,101.13,6.14,94.66,0.33,0
29/12/20,32,33,HI,Y,Y,6,3,57.52,0,52.98,2.47,2.073333333
29/12/20,32,33,HI,Y,Y,8,4,12.4,4.55,0.3,0.02,7.526666667
29/12/20,32,33,HI,Y,Y,10,5,1.73,1.2,0.39,0.14,0
29/12/20,32,33,HI,Y,Y,11,6,24.91,9.37,15.12,0.43,0
5/01/21,33,34,HI,Y,Y,3,1,17.67,17.25,0.42,0,0
5/01/21,33,34,HI,Y,Y,4,2,93.14,4.81,87.88,0.46,0
5/01/21,33,34,HI,Y,Y,6,3,57.04,0,53.2,3.62,0.223333333
5/01/21,33,34,HI,Y,Y,8,4,17.35,6.67,0.23,0,10.44666667
5/01/21,33,34,HI,Y,Y,10,5,2.12,1.49,0.36,0.26,0
5/01/21,33,34,HI,Y,Y,11,6,24.04,8.16,15.29,0.6,0
12/01/21,34,35,HI,Y,Y,3,1,18.48,17.19,0.41,0.66,0.223333333
12/01/21,34,35,HI,Y,Y,4,2,111.1,6.31,101.83,2.97,0
12/01/21,34,35,HI,Y,Y,6,3,52.22,0.55,48.92,2.74,0
12/01/21,34,35,HI,Y,Y,8,4,24.58,10.31,0.1,0,14.17
12/01/21,34,35,HI,Y,Y,10,5,2.36,1.55,0.39,0.42,0
12/01/21,34,35,HI,Y,Y,11,6,29.38,10.16,14.18,3.22,1.826666667
26/01/21,36,37,HI,Y,Y,3,1,12.39,9.29,0.64,1.28,1.193333333
26/01/21,36,37,HI,Y,Y,4,2,91.09,7.22,83.66,0.21,0
26/01/21,36,37,HI,Y,Y,6,3,50.13,5.32,43.78,1.01,0
26/01/21,36,37,HI,Y,Y,8,4,19.99,11.24,0.19,0,8.56
26/01/21,36,37,HI,Y,Y,10,5,3.08,2.45,0.56,0.07,0
26/01/21,36,37,HI,Y,Y,11,6,35.81,17.65,8.13,5.33,4.706666667
23/02/21,40,41,HI,Y,Y,3,1,12.91,11,0,1.74,0.166666667
23/02/21,40,41,HI,Y,Y,4,2,72.08,9.93,61.7,0.45,0
23/02/21,40,41,HI,Y,Y,6,3,13.94,3.63,7.21,3.1,0
23/02/21,40,41,HI,Y,Y,8,4,8.57,5.37,0,2,1.206666667
23/02/21,40,41,HI,Y,Y,10,5,1.21,0.9,0.21,0.1,0
23/02/21,40,41,HI,Y,Y,11,6,30.48,20.1,3.43,6.75,0.2
2/03/21,41,42,HI,Y,Y,3,1,15.22,12.85,0,2.27,0.106666667
2/03/21,41,42,HI,Y,Y,4,2,69.92,12.94,56.18,0.8,0
2/03/21,41,42,HI,Y,Y,6,3,19.48,7.32,6.29,5.86,0
2/03/21,41,42,HI,Y,Y,8,4,7.94,4.89,0.38,1.97,0.686666667
2/03/21,41,42,HI,Y,Y,10,5,8.75,8.16,0.35,0.24,0
2/03/21,41,42,HI,Y,Y,11,6,32.42,22.88,1.49,7.43,0.616666667
10/03/21,42,43,HI,Y,Y,3,1,15.98,14.79,0,1.19,0
10/03/21,42,43,HI,Y,Y,4,2,65.9,13.11,52.79,0,0
10/03/21,42,43,HI,Y,Y,6,3,23.34,8.49,4.41,10.45,0
10/03/21,42,43,HI,Y,Y,8,4,6.05,3.54,0.04,2.47,0
10/03/21,42,43,HI,Y,Y,10,5,4.17,3.7,0,0.47,0
10/03/21,42,43,HI,Y,Y,11,6,29.65,21.76,0,7.88,0.013333333
16/03/21,43,44,HI,Y,Y,3,1,16.2,15.57,0.23,0.41,0
16/03/21,43,44,HI,Y,Y,4,2,62.91,13.79,49.03,0.09,0
16/03/21,43,44,HI,Y,Y,6,3,27.48,11.73,3.34,12.42,0
16/03/21,43,44,HI,Y,Y,8,4,7.44,4.68,0,2.76,0
16/03/21,43,44,HI,Y,Y,10,5,11.25,8.62,0,2.63,0
16/03/21,43,44,HI,Y,Y,11,6,26.69,20.09,0,6.6,0
23/03/21,44,45,HI,Y,Y,3,1,17.87,17.37,0.5,0,0
23/03/21,44,45,HI,Y,Y,4,2,50.25,12.58,37.57,0.1,0
23/03/21,44,45,HI,Y,Y,6,3,24.04,11.21,0,12.83,0
23/03/21,44,45,HI,Y,Y,8,4,7.89,5.57,0,2.31,0
23/03/21,44,45,HI,Y,Y,10,5,9.91,7.09,0,2.81,0
23/03/21,44,45,HI,Y,Y,11,6,3.62,2.5,1.12,0,0
30/03/21,45,46,HI,Y,Y,3,1,40.56,39.48,1.08,0,0
30/03/21,45,46,HI,Y,Y,4,2,101.19,13.5,87.69,0,0
30/03/21,45,46,HI,Y,Y,6,3,24.02,14.32,3.23,6.46,0
30/03/21,45,46,HI,Y,Y,8,4,17.66,12.71,0,4.96,0
30/03/21,45,46,HI,Y,Y,10,5,1.64,0.75,0.37,0.52,0
30/03/21,45,46,HI,Y,Y,11,6,19.49,17.88,1.61,0,0
6/04/21,46,47,HI,Y,Y,3,1,47.48,47.47,0.01,0,0
6/04/21,46,47,HI,Y,Y,4,2,97.87,6.14,89.99,1.74,0
6/04/21,46,47,HI,Y,Y,6,3,16.34,12.81,1.79,1.75,0
6/04/21,46,47,HI,Y,Y,8,4,4.86,3.83,0.3,0.74,0
6/04/21,46,47,HI,Y,Y,10,5,1.92,1.34,0.25,0.32,0
6/04/21,46,47,HI,Y,Y,11,6,17.61,14.56,2.69,0.36,0
13/04/21,47,48,HI,Y,Y,3,1,20,11.69,0.11,8.2,0
13/04/21,47,48,HI,Y,Y,4,2,82.2,6.69,72.91,2.61,0
13/04/21,47,48,HI,Y,Y,6,3,13.85,10.8,1.06,1.99,0
13/04/21,47,48,HI,Y,Y,8,4,3.26,2.99,0.26,0,0
13/04/21,47,48,HI,Y,Y,10,5,1.55,1.32,0.15,0.08,0
13/04/21,47,48,HI,Y,Y,11,6,18.83,14.43,0,4.39,0
20/04/21,48,49,HI,Y,Y,3,1,18.79,16.39,0.01,2.39,0
20/04/21,48,49,HI,Y,Y,4,2,35.42,7.28,24.85,3.29,0
20/04/21,48,49,HI,Y,Y,6,3,20.67,16.65,0.97,3.05,0
20/04/21,48,49,HI,Y,Y,8,4,4.29,3.99,0.3,0,0
20/04/21,48,49,HI,Y,Y,10,5,1.45,1.17,0.18,0.1,0
20/04/21,48,49,HI,Y,Y,11,6,20.73,16.81,0,3.92,0
27/04/21,49,50,HI,Y,Y,3,1,17.65,16.7,0,0.95,0
27/04/21,49,50,HI,Y,Y,4,2,24.49,17.21,5.94,1.11,0.24
27/04/21,49,50,HI,Y,Y,6,3,15.96,13.18,1.88,0.91,0
27/04/21,49,50,HI,Y,Y,8,4,3.57,3.12,0.17,0.28,0
27/04/21,49,50,HI,Y,Y,10,5,3.38,2.81,0,0.57,0
27/04/21,49,50,HI,Y,Y,11,6,9.68,8.25,0,1.44,0
4/05/21,50,51,HI,Y,Y,3,1,11.79,10.63,0.16,1,0
4/05/21,50,51,HI,Y,Y,4,2,41.42,27.58,11.7,1.45,0.683333333
4/05/21,50,51,HI,Y,Y,6,3,23.23,19.54,3.46,0.24,0
4/05/21,50,51,HI,Y,Y,8,4,6.43,5.42,0.15,0.87,0
4/05/21,50,51,HI,Y,Y,10,5,11.06,9.03,0,2.03,0
4/05/21,50,51,HI,Y,Y,11,6,7.9,6.5,0.51,0.89,0
11/05/21,51,52,HI,Y,Y,3,1,4.72,3.92,0.67,0.13,0
11/05/21,51,52,HI,Y,Y,4,2,80.37,70.72,7.61,0.04,2
11/05/21,51,52,HI,Y,Y,6,3,27.67,23.21,4.46,0,0
11/05/21,51,52,HI,Y,Y,8,4,6.17,4.83,0.32,1.01,0.006666667
11/05/21,51,52,HI,Y,Y,10,5,8.29,6.85,0,1.45,0
11/05/21,51,52,HI,Y,Y,11,6,5.56,4.6,0.73,0.24,0
18/05/21,52,53,HI,Y,Y,3,1,4.73,2.99,0.84,0.64,0.26
18/05/21,52,53,HI,Y,Y,4,2,255.88,255.52,0.36,0,0
18/05/21,52,53,HI,Y,Y,6,3,25.69,21.91,3.07,0.71,0
18/05/21,52,53,HI,Y,Y,8,4,4.19,3.26,0.4,0.52,0
18/05/21,52,53,HI,Y,Y,10,5,3.37,2.74,0,0.63,0
18/05/21,52,53,HI,Y,Y,11,6,9.18,7.72,1.47,0,0
25/05/21,53,54,HI,Y,Y,3,1,2.72,1.88,0.51,0.08,0.253333333
25/05/21,53,54,HI,Y,Y,4,2,307.62,307.62,0,0,0
25/05/21,53,54,HI,Y,Y,6,3,18.87,13.84,3.92,1.01,0.113333333
25/05/21,53,54,HI,Y,Y,8,4,3.34,2.84,0.39,0.1,0.006666667
25/05/21,53,54,HI,Y,Y,10,5,1.58,1.35,0.14,0.08,0.01
25/05/21,53,54,HI,Y,Y,11,6,7.91,5.87,2.04,0,0
1/06/21,54,55,HI,Y,Y,3,1,4.26,2.44,0.56,0.82,0.433333333
1/06/21,54,55,HI,Y,Y,4,2,258.42,258.42,0,0,0
1/06/21,54,55,HI,Y,Y,6,3,17.04,10.01,5.26,1.64,0.143333333
1/06/21,54,55,HI,Y,Y,8,4,1.1,0.42,0.46,0.22,0
1/06/21,54,55,HI,Y,Y,10,5,3.28,2.75,0.12,0.35,0.073333333
1/06/21,54,55,HI,Y,Y,11,6,11.99,9.62,2.37,0,0
8/06/21,55,56,HI,Y,Y,3,1,8.33,7.48,0.85,0,0
8/06/21,55,56,HI,Y,Y,4,2,115.8,104.52,8.21,3.07,0
8/06/21,55,56,HI,Y,Y,6,3,35.94,31.58,4.36,0,0
8/06/21,55,56,HI,Y,Y,8,4,0.38,0.01,0.36,0.01,0
8/06/21,55,56,HI,Y,Y,10,5,4.2,4.09,0.06,0.06,0
8/06/21,55,56,HI,Y,Y,11,6,16.33,13.71,2.62,0,0
15/06/21,56,57,HI,Y,Y,3,1,17.8,16.37,1.43,0,0
15/06/21,56,57,HI,Y,Y,4,2,89.64,80.31,9.33,0,0
15/06/21,56,57,HI,Y,Y,6,3,39.4,36.57,2.83,0,0
15/06/21,56,57,HI,Y,Y,8,4,1.12,0.43,0.53,0.16,0
15/06/21,56,57,HI,Y,Y,10,5,17.89,17.89,0,0,0
15/06/21,56,57,HI,Y,Y,11,6,21.38,20.06,1.32,0,0
22/06/21,57,58,HI,Y,Y,3,1,31.69,30.23,1.45,0,0
22/06/21,57,58,HI,Y,Y,4,2,109.1,98.99,10.11,0,0
22/06/21,57,58,HI,Y,Y,6,3,10.63,7.13,2.36,1.14,0
22/06/21,57,58,HI,Y,Y,8,4,0.89,0.02,0.53,0.34,0
22/06/21,57,58,HI,Y,Y,10,5,74.63,74.63,0,0,0
22/06/21,57,58,HI,Y,Y,11,6,18.42,16.84,1.58,0,0
29/06/21,58,59,HI,Y,Y,3,1,20.71,17.96,2.6,0.14,0
29/06/21,58,59,HI,Y,Y,4,2,152.98,147.03,3.31,1.63,1.013333333
29/06/21,58,59,HI,Y,Y,6,3,10.08,9.05,0.67,0.36,0
29/06/21,58,59,HI,Y,Y,8,4,4.34,3.4,0.28,0.65,0
29/06/21,58,59,HI,Y,Y,10,5,58.19,58.19,0,0,0
29/06/21,58,59,HI,Y,Y,11,6,23.81,23.43,0.38,0,0
6/07/21,59,60,HI,Y,Y,3,1,26.09,22.16,3.93,0,0
6/07/21,59,60,HI,Y,Y,4,2,156.7,144.84,8.25,1.89,1.716666667
6/07/21,59,60,HI,Y,Y,6,3,17.92,16.7,1.15,0.07,0
6/07/21,59,60,HI,Y,Y,8,4,6.9,6.6,0.3,0,0
6/07/21,59,60,HI,Y,Y,10,5,12.48,12.08,0.38,0.02,0
6/07/21,59,60,HI,Y,Y,11,6,24.55,24.01,0.54,0,0
13/07/21,60,61,HI,Y,Y,3,1,32.75,28.88,3.87,0,0
13/07/21,60,61,HI,Y,Y,4,2,151.17,149.84,1.32,0,0
13/07/21,60,61,HI,Y,Y,6,3,25.69,23.33,2.22,0.14,0
13/07/21,60,61,HI,Y,Y,8,4,6.89,4.73,0.73,1.43,0
13/07/21,60,61,HI,Y,Y,10,5,13.28,12.97,0.31,0,0
13/07/21,60,61,HI,Y,Y,11,6,34.34,33.4,0.94,0,0
19/05/20,0,1,I,N,Y,5,1,7.78,7.23,0.25,0.3,0
19/05/20,0,1,I,N,Y,9,2,4.87,4.87,0,0,0
19/05/20,0,1,I,N,Y,12,3,7.03,6.94,0.03,0.06,0
19/05/20,0,1,I,N,Y,14,4,6.89,6.42,0.47,0,0
19/05/20,0,1,I,N,Y,19,5,5.33,5.32,0,0,0
19/05/20,0,1,I,N,Y,25,6,7.42,7.41,0.02,0,0
26/05/20,1,2,I,N,Y,5,1,8.06,7.05,0.62,0.38,0
26/05/20,1,2,I,N,Y,9,2,5.64,5.55,0.09,0,0
26/05/20,1,2,I,N,Y,12,3,12.11,11.71,0,0.4,0
26/05/20,1,2,I,N,Y,14,4,10.46,9.36,0.98,0.12,0
26/05/20,1,2,I,N,Y,19,5,14.15,13.45,0,0.7,0
26/05/20,1,2,I,N,Y,25,6,12.43,12.02,0.07,0.35,0
3/06/20,2,3,I,N,Y,5,1,5.22,2.92,1.99,0.32,0
3/06/20,2,3,I,N,Y,9,2,9.88,9.65,0.22,0,0
3/06/20,2,3,I,N,Y,12,3,7.05,6.37,0.53,0.15,0
3/06/20,2,3,I,N,Y,14,4,14.95,0,12.08,0.2,2.68
3/06/20,2,3,I,N,Y,19,5,9.62,8.77,0.85,0,0
3/06/20,2,3,I,N,Y,25,6,11.81,8.46,3.36,0,0
9/06/20,3,4,I,N,Y,5,1,16.67,12.54,3.36,0.77,0
9/06/20,3,4,I,N,Y,9,2,13.75,13.37,0,0.39,0
9/06/20,3,4,I,N,Y,12,3,12.6,12.33,0.22,0.06,0
9/06/20,3,4,I,N,Y,14,4,12.9,7.36,4.63,0.91,0
9/06/20,3,4,I,N,Y,19,5,7.22,6.96,0.01,0.25,0
9/06/20,3,4,I,N,Y,25,6,18.71,15.21,3.08,0.42,0
16/06/20,4,5,I,N,Y,5,1,29.66,7.99,21.68,0,0
16/06/20,4,5,I,N,Y,9,2,14.17,12.37,0.9,0.91,0
16/06/20,4,5,I,N,Y,12,3,27.34,23.92,3.42,0,0
16/06/20,4,5,I,N,Y,14,4,19.07,6.37,12.7,0,0
16/06/20,4,5,I,N,Y,19,5,19.37,17.4,0.49,1.48,0
16/06/20,4,5,I,N,Y,25,6,28.43,16.56,11.82,0.05,0
23/06/20,5,6,I,N,Y,5,1,18.07,3.75,12.25,2.07,0
23/06/20,5,6,I,N,Y,9,2,13.33,11.38,1.28,0.68,0
23/06/20,5,6,I,N,Y,12,3,20.41,16.04,3.35,1.02,0
23/06/20,5,6,I,N,Y,14,4,8.21,4.04,2.9,1.27,0
