Sample.date,sampling.week,sampling.week.end,treatment,Heated,Invasion,Mesocosm,rep,A_TotalAlgae,A_Green,A_Cyanobacteria,A_Chromophytes,A_Cryptophytes
9/06/20,3,4,H,Y,N,15,1,13.19,9.7,3.48,0.02,0
9/06/20,3,4,H,Y,N,16,2,10.53,8.98,1.49,0.06,0
9/06/20,3,4,H,Y,N,20,3,10.99,8.78,1.34,0.87,0
9/06/20,3,4,H,Y,N,23,4,19.75,15.54,4.21,0,0
9/06/20,3,4,H,Y,N,26,5,11.34,8.68,2.43,0.23,0
9/06/20,3,4,H,Y,N,27,6,6.35,5.01,1.06,0.27,0
16/06/20,4,5,H,Y,N,15,1,10.8,4.61,6.03,0.17,0
16/06/20,4,5,H,Y,N,16,2,17.49,14.04,3.03,0.42,0
16/06/20,4,5,H,Y,N,20,3,18.28,14.77,2.68,0.83,0
16/06/20,4,5,H,Y,N,23,4,33.23,28.04,5.19,0,0
16/06/20,4,5,H,Y,N,26,5,13.85,9.01,4.69,0.14,0
16/06/20,4,5,H,Y,N,27,6,10.7,8.89,1.34,0.46,0
23/06/20,5,6,H,Y,N,15,1,6.39,3.06,2.49,0.84,0
23/06/20,5,6,H,Y,N,16,2,11.4,6.1,4.39,0.89,0
23/06/20,5,6,H,Y,N,20,3,6.66,3.49,2.23,0.94,0
23/06/20,5,6,H,Y,N,23,4,15.1,9.73,4.78,0.59,0
23/06/20,5,6,H,Y,N,26,5,8.8,3.42,4.72,0.66,0
23/06/20,5,6,H,Y,N,27,6,4.12,2.21,1.53,0.38,0
30/06/20,6,7,H,Y,N,15,1,6.61,1.98,3.48,1.15,0
30/06/20,6,7,H,Y,N,16,2,11.16,6.12,4.96,0.07,0
30/06/20,6,7,H,Y,N,20,3,5.31,1.8,2.43,1.08,0
30/06/20,6,7,H,Y,N,23,4,12.14,7.31,4.41,0.42,0
30/06/20,6,7,H,Y,N,26,5,11.38,3.3,7.84,0.24,0
30/06/20,6,7,H,Y,N,27,6,3.65,0.6,2.68,0.38,0
7/07/20,7,8,H,Y,N,15,1,5.02,2.04,2.23,0.75,0
7/07/20,7,8,H,Y,N,16,2,12.78,8.61,4.01,0.16,0
7/07/20,7,8,H,Y,N,20,3,9.52,7.03,2.05,0.43,0
7/07/20,7,8,H,Y,N,23,4,9.43,5.6,3.34,0.48,0
7/07/20,7,8,H,Y,N,26,5,7.06,2.94,3.66,0.45,0
7/07/20,7,8,H,Y,N,27,6,7.32,3.09,0.21,4.03,0
14/07/20,8,9,H,Y,N,15,1,3.36,1.32,0.96,1,0.08
14/07/20,8,9,H,Y,N,16,2,9.64,6.79,2.68,0.17,0
14/07/20,8,9,H,Y,N,20,3,3.36,1.37,1.74,0.25,0
14/07/20,8,9,H,Y,N,23,4,9.26,4.93,1.34,2.17,0.83
14/07/20,8,9,H,Y,N,26,5,5.61,2.18,2.43,0.99,0
14/07/20,8,9,H,Y,N,27,6,3.87,3,0.53,0.34,0
21/07/20,9,10,H,Y,N,15,1,2.88,1.6,0.91,0.37,0
21/07/20,9,10,H,Y,N,16,2,16.29,13,3.29,0,0
21/07/20,9,10,H,Y,N,20,3,3.4,1.7,1.36,0.33,0
21/07/20,9,10,H,Y,N,23,4,4.84,2.36,1.38,1,0.09
21/07/20,9,10,H,Y,N,26,5,7.46,3.66,2.67,1.13,0
21/07/20,9,10,H,Y,N,27,6,6.27,3.22,0.73,2.32,0
28/07/20,10,11,H,Y,N,15,1,2.25,0.98,0.84,0.43,0
28/07/20,10,11,H,Y,N,16,2,13.5,9.32,4.18,0,0
28/07/20,10,11,H,Y,N,20,3,1.87,0.18,0.87,0.78,0.05
28/07/20,10,11,H,Y,N,23,4,6.09,4.17,1.5,0.42,0
28/07/20,10,11,H,Y,N,26,5,7.95,4.04,3.01,0.9,0
28/07/20,10,11,H,Y,N,27,6,15.19,5.6,0.76,8.84,0
4/08/20,11,12,H,Y,N,15,1,6.2,5.15,0.59,0.46,0
4/08/20,11,12,H,Y,N,16,2,14.8,11.26,3.36,0.18,0
4/08/20,11,12,H,Y,N,20,3,1.45,0.77,0.44,0.24,0
4/08/20,11,12,H,Y,N,23,4,7.59,5.79,1.41,0.38,0
4/08/20,11,12,H,Y,N,26,5,9.43,5.76,1.54,2.14,0
4/08/20,11,12,H,Y,N,27,6,10.43,7.35,0.65,2.43,0
11/08/20,12,13,H,Y,N,15,1,20.16,15.92,3.91,0.33,0
11/08/20,12,13,H,Y,N,16,2,7.99,7.13,0.67,0.19,0
11/08/20,12,13,H,Y,N,20,3,3.84,2.21,1.23,0.39,0
11/08/20,12,13,H,Y,N,23,4,5.89,3.39,2.17,0.33,0
11/08/20,12,13,H,Y,N,26,5,5.18,3.41,1.67,0.1,0
11/08/20,12,13,H,Y,N,27,6,11.71,7.55,3.47,0.69,0
18/08/20,13,14,H,Y,N,15,1,8.67,7.52,0.84,0.3,0
18/08/20,13,14,H,Y,N,16,2,13.99,9.42,4.56,0,0
18/08/20,13,14,H,Y,N,20,3,4.12,2.6,1.21,0.3,0
18/08/20,13,14,H,Y,N,23,4,5.96,3.21,1.9,0.85,0
18/08/20,13,14,H,Y,N,26,5,4.99,3.23,1.57,0.2,0
18/08/20,13,14,H,Y,N,27,6,18.84,13.74,3.15,1.95,0
25/08/20,14,15,H,Y,N,15,1,8.27,6.85,1.42,0,0
25/08/20,14,15,H,Y,N,16,2,22.24,19.02,3.08,0.15,0
25/08/20,14,15,H,Y,N,20,3,5.48,3.06,2.21,0.21,0
25/08/20,14,15,H,Y,N,23,4,5.71,2.88,2.36,0.47,0
25/08/20,14,15,H,Y,N,26,5,8.63,5.24,1.47,1.92,0
25/08/20,14,15,H,Y,N,27,6,45.12,26.43,17.15,1.53,0
1/09/20,15,16,H,Y,N,15,1,6.35,4.63,1.72,0,0
1/09/20,15,16,H,Y,N,16,2,23.57,18.43,4.2,0.94,0
1/09/20,15,16,H,Y,N,20,3,7.07,4.21,2.72,0.15,0
1/09/20,15,16,H,Y,N,23,4,4.67,2.28,2.2,0.19,0
1/09/20,15,16,H,Y,N,26,5,10.69,8.09,2.35,0.26,0
1/09/20,15,16,H,Y,N,27,6,54.95,32.16,22.77,0.02,0
8/09/20,16,17,H,Y,N,15,1,4.59,2.69,1.71,0.19,0
8/09/20,16,17,H,Y,N,16,2,24.69,17.27,2.68,4.73,0
8/09/20,16,17,H,Y,N,20,3,3.83,1.03,2.42,0.39,0
8/09/20,16,17,H,Y,N,23,4,2.18,0,1.96,0.21,0
8/09/20,16,17,H,Y,N,26,5,10.9,7.03,3.56,0.31,0
8/09/20,16,17,H,Y,N,27,6,89.23,44.61,39.51,5.11,0
15/09/20,17,18,H,Y,N,15,1,4.2,2.99,1.16,0.05,0
15/09/20,17,18,H,Y,N,16,2,18.7,12.42,2.57,3.7,0
15/09/20,17,18,H,Y,N,20,3,4.23,1.4,1.84,0.72,0.26
15/09/20,17,18,H,Y,N,23,4,2.29,0,1.69,0.55,0.05
15/09/20,17,18,H,Y,N,26,5,9.25,6.25,2.17,0.84,0
15/09/20,17,18,H,Y,N,27,6,89.88,35.04,50.68,4.16,0
22/09/20,18,19,H,Y,N,15,1,10.09,8.08,1.69,0.32,0
22/09/20,18,19,H,Y,N,16,2,30.21,25.88,2.93,1.4,0
22/09/20,18,19,H,Y,N,20,3,4.03,1.16,1.51,0.76,0.6
22/09/20,18,19,H,Y,N,23,4,10.55,7.78,2.45,0.33,0
22/09/20,18,19,H,Y,N,26,5,1.78,0,1.33,0.09,0.35
22/09/20,18,19,H,Y,N,27,6,114.35,35.79,78.55,0,0
29/09/20,19,20,H,Y,N,15,1,5.97,3.83,1.85,0.28,0
29/09/20,19,20,H,Y,N,16,2,33.27,28.97,2.57,1.73,0
29/09/20,19,20,H,Y,N,20,3,6.52,2.78,1.12,0.49,2.13
29/09/20,19,20,H,Y,N,23,4,1.11,0,0.84,0.17,0.1
29/09/20,19,20,H,Y,N,26,5,7.38,3.98,2.23,1.17,0
29/09/20,19,20,H,Y,N,27,6,117.07,22.19,94.87,0,0
6/10/20,20,21,H,Y,N,15,1,5.83,2.5,2.11,1.21,0
6/10/20,20,21,H,Y,N,16,2,38.48,34.48,2.26,1.74,0
6/10/20,20,21,H,Y,N,20,3,3.66,0,1.67,0.61,1.37
6/10/20,20,21,H,Y,N,23,4,2.61,0.05,0.84,1.42,0.3
6/10/20,20,21,H,Y,N,26,5,5.57,2.74,2.25,0.57,0
6/10/20,20,21,H,Y,N,27,6,159.03,25.42,133.62,0,0
13/10/20,21,22,H,Y,N,15,1,4.92,3.43,1.26,0.23,0
13/10/20,21,22,H,Y,N,16,2,37.58,36.15,1.15,0.27,0
13/10/20,21,22,H,Y,N,20,3,0.86,0,0.66,0,0.2
13/10/20,21,22,H,Y,N,23,4,1.1,0,0.52,0.43,0.15
13/10/20,21,22,H,Y,N,26,5,4.44,2.47,1.83,0.13,0
13/10/20,21,22,H,Y,N,27,6,132.93,20.25,112.68,0,0
20/10/20,22,23,H,Y,N,15,1,6.92,5.64,0.65,0.22,0.42
20/10/20,22,23,H,Y,N,16,2,31.66,30.24,1.13,0.29,0
20/10/20,22,23,H,Y,N,20,3,1.09,0.17,0.45,0.27,0.2
20/10/20,22,23,H,Y,N,23,4,1.72,0.44,0.29,0.71,0.27
20/10/20,22,23,H,Y,N,26,5,4.24,2.98,1.13,0.13,0
20/10/20,22,23,H,Y,N,27,6,114.8,18.09,96.71,0,0
27/10/20,23,24,H,Y,N,15,1,7.01,3.71,1.32,1.04,0.94
27/10/20,23,24,H,Y,N,16,2,31.16,28.8,1.1,1.26,0
27/10/20,23,24,H,Y,N,20,3,1.39,0,0.54,0.39,0.45
27/10/20,23,24,H,Y,N,23,4,2.13,0,0.7,0.66,0.76
27/10/20,23,24,H,Y,N,26,5,7.26,4.87,1.92,0.47,0
27/10/20,23,24,H,Y,N,27,6,140.76,31.86,108.9,0,0
3/11/20,24,25,H,Y,N,15,1,10.1,4.29,1.84,1.17,2.8
3/11/20,24,25,H,Y,N,16,2,18.94,15.59,0.73,2.62,0
3/11/20,24,25,H,Y,N,20,3,2.94,0,0.62,1.18,1.13
3/11/20,24,25,H,Y,N,23,4,0.91,0,0.68,0,0.23
3/11/20,24,25,H,Y,N,26,5,10.25,5.99,2.72,1.55,0
3/11/20,24,25,H,Y,N,27,6,160.28,38.78,121.5,0,0
10/11/20,25,26,H,Y,N,15,1,7.48,0.98,2.49,0.83,3.18
10/11/20,25,26,H,Y,N,16,2,11.43,9.71,0.83,0.89,0
10/11/20,25,26,H,Y,N,20,3,0.94,0,0.8,0,0.13
10/11/20,25,26,H,Y,N,23,4,1.28,0,0.67,0,0.61
10/11/20,25,26,H,Y,N,26,5,13.01,7.55,3.83,1.62,0
10/11/20,25,26,H,Y,N,27,6,176.69,47.03,129.66,0,0
17/11/20,26,27,H,Y,N,15,1,5.79,0,2.17,0.42,3.2
17/11/20,26,27,H,Y,N,16,2,11.46,9.98,0.66,0.82,0
17/11/20,26,27,H,Y,N,20,3,0.89,0,0.58,0.01,0.3
17/11/20,26,27,H,Y,N,23,4,1.3,0,0.71,0.03,0.56
17/11/20,26,27,H,Y,N,26,5,20.13,13.26,5.86,1,0
17/11/20,26,27,H,Y,N,27,6,196.99,50.73,146.26,0,0
24/11/20,27,28,H,Y,N,15,1,5.4,0.06,1.73,0.63,2.99
24/11/20,27,28,H,Y,N,16,2,12.09,10.86,0.44,0.79,0
24/11/20,27,28,H,Y,N,20,3,0.74,0,0.63,0,0.1
24/11/20,27,28,H,Y,N,23,4,1.05,0,0.87,0,0.18
24/11/20,27,28,H,Y,N,26,5,20.25,10.58,8.83,0.85,0
24/11/20,27,28,H,Y,N,27,6,203.4,58.1,145.3,0,0
1/12/20,28,29,H,Y,N,15,1,4.61,0,1.56,0.25,2.803333333
1/12/20,28,29,H,Y,N,16,2,11.94,11.07,0.43,0.45,0
1/12/20,28,29,H,Y,N,20,3,0.76,0,0.71,0,0.053333333
1/12/20,28,29,H,Y,N,23,4,0.96,0,0.96,0,0
1/12/20,28,29,H,Y,N,26,5,20.96,9.99,9.92,1.04,0
1/12/20,28,29,H,Y,N,27,6,188.66,51.2,137.46,0,0
8/12/20,29,30,H,Y,N,15,1,11.3,4.8,2.69,1.56,2.25
8/12/20,29,30,H,Y,N,16,2,25.96,21.05,1.45,3.46,0
8/12/20,29,30,H,Y,N,20,3,0.96,0,0.82,0,0.14
8/12/20,29,30,H,Y,N,23,4,1.15,0,1.15,0,0
8/12/20,29,30,H,Y,N,26,5,28.03,11.21,15.95,0.87,0
8/12/20,29,30,H,Y,N,27,6,230.57,83.31,147.26,0,0
15/12/20,30,31,H,Y,N,15,1,1.87,0,1.59,0,0.273333333
15/12/20,30,31,H,Y,N,16,2,13.52,12.02,0.28,1.22,0
15/12/20,30,31,H,Y,N,20,3,0.77,0,0.77,0,0
15/12/20,30,31,H,Y,N,23,4,1.23,0,1.23,0,0
15/12/20,30,31,H,Y,N,26,5,22.12,7.15,14.32,0.65,0
15/12/20,30,31,H,Y,N,27,6,191.44,59.17,132.27,0,0
22/12/20,31,32,H,Y,N,15,1,1.21,0,1.21,0,0
22/12/20,31,32,H,Y,N,16,2,19.13,16.28,0,2.84,0
22/12/20,31,32,H,Y,N,20,3,0.73,0,0.73,0,0
22/12/20,31,32,H,Y,N,23,4,0.91,0,0.91,0,0
22/12/20,31,32,H,Y,N,26,5,22.71,7.23,15.1,0.37,0
22/12/20,31,32,H,Y,N,27,6,180.85,66.95,113.9,0,0
29/12/20,32,33,H,Y,N,15,1,0.75,0,0.75,0,0
29/12/20,32,33,H,Y,N,16,2,25.65,23.59,0,2.06,0
29/12/20,32,33,H,Y,N,20,3,0.53,0,0.53,0,0
29/12/20,32,33,H,Y,N,23,4,0.76,0,0.76,0,0
29/12/20,32,33,H,Y,N,26,5,22.62,8.12,14.19,0.3,0
29/12/20,32,33,H,Y,N,27,6,109.11,17.5,91.61,0,0
5/01/21,33,34,H,Y,N,15,1,0.7,0,0.69,0,0.003333333
5/01/21,33,34,H,Y,N,16,2,38.9,38.9,0,0,0
5/01/21,33,34,H,Y,N,20,3,0.6,0,0.6,0,0
5/01/21,33,34,H,Y,N,23,4,0.79,0,0.76,0,0.033333333
5/01/21,33,34,H,Y,N,26,5,23.72,9.21,14.22,0.29,0
5/01/21,33,34,H,Y,N,27,6,64.45,1.86,62.58,0,0
12/01/21,34,35,H,Y,N,15,1,0.92,0,0.66,0,0.26
12/01/21,34,35,H,Y,N,16,2,41.97,41.97,0,0,0
12/01/21,34,35,H,Y,N,20,3,0.83,0,0.62,0,0.2
12/01/21,34,35,H,Y,N,23,4,1.36,0,0.73,0.33,0.3
12/01/21,34,35,H,Y,N,26,5,29.03,14.16,14.24,0.62,0
12/01/21,34,35,H,Y,N,27,6,39.16,6.89,32.27,0,0
26/01/21,36,37,H,Y,N,15,1,1.03,0,0.94,0,0.093333333
26/01/21,36,37,H,Y,N,16,2,50.45,50.45,0,0,0
26/01/21,36,37,H,Y,N,20,3,1.5,0,0.41,0.38,0.706666667
26/01/21,36,37,H,Y,N,23,4,4.38,1.99,0.79,1.11,0.5
26/01/21,36,37,H,Y,N,26,5,40.54,18.59,21.32,0.64,0
26/01/21,36,37,H,Y,N,27,6,29.42,23.07,6.06,0.29,0
23/02/21,40,41,H,Y,N,15,1,0.72,0.21,0.34,0.16,0
23/02/21,40,41,H,Y,N,16,2,8.51,8.39,0.12,0,0
23/02/21,40,41,H,Y,N,20,3,2.48,1.27,0.23,0.7,0.276666667
23/02/21,40,41,H,Y,N,23,4,6.57,6.05,0.12,0.39,0
23/02/21,40,41,H,Y,N,26,5,20.44,7.71,12.19,0.54,0
23/02/21,40,41,H,Y,N,27,6,3.17,1.94,1.2,0.03,0
2/03/21,41,42,H,Y,N,15,1,5.61,4.42,0.65,0.5,0.053333333
2/03/21,41,42,H,Y,N,16,2,12.8,11.07,0.84,0.88,0.006666667
2/03/21,41,42,H,Y,N,20,3,2.22,1.43,0.35,0.3,0.14
2/03/21,41,42,H,Y,N,23,4,8.07,7.37,0.34,0.36,0
2/03/21,41,42,H,Y,N,26,5,17.56,7.92,8.84,0.8,0
2/03/21,41,42,H,Y,N,27,6,12.66,7.43,2.57,2.66,0
10/03/21,42,43,H,Y,N,15,1,2.76,2.38,0.03,0.35,0
10/03/21,42,43,H,Y,N,16,2,9.03,7.87,0,1.16,0
10/03/21,42,43,H,Y,N,20,3,4.52,3.31,0,0.75,0.463333333
10/03/21,42,43,H,Y,N,23,4,6.98,6.98,0,0,0
10/03/21,42,43,H,Y,N,26,5,19.96,10.09,8.13,1.74,0
10/03/21,42,43,H,Y,N,27,6,5.49,3.73,1.61,0.15,0
16/03/21,43,44,H,Y,N,15,1,1.14,0.67,0.22,0.24,0
16/03/21,43,44,H,Y,N,16,2,17.04,14.19,0,2.85,0
16/03/21,43,44,H,Y,N,20,3,5.67,4,0,1.23,0.45
16/03/21,43,44,H,Y,N,23,4,8.04,8.04,0,0,0
16/03/21,43,44,H,Y,N,26,5,23.4,11.95,8.96,2.49,0
16/03/21,43,44,H,Y,N,27,6,9.62,6.54,2.64,0.46,0
23/03/21,44,45,H,Y,N,15,1,0.4,0.07,0.25,0.08,0
23/03/21,44,45,H,Y,N,16,2,7.53,6.74,0,0.8,0
23/03/21,44,45,H,Y,N,20,3,0.74,0.36,0.24,0.14,0
23/03/21,44,45,H,Y,N,23,4,5.88,5.58,0.02,0.27,0
23/03/21,44,45,H,Y,N,26,5,24.52,13.28,8.98,2.27,0
23/03/21,44,45,H,Y,N,27,6,19.12,14.33,3.85,0.93,0
30/03/21,45,46,H,Y,N,15,1,0.99,0.22,0.46,0.31,0
30/03/21,45,46,H,Y,N,16,2,17.55,15.93,0.26,1.34,0.01
30/03/21,45,46,H,Y,N,20,3,0.75,0,0.5,0.12,0.133333333
30/03/21,45,46,H,Y,N,23,4,5.43,4.55,0.48,0.4,0
30/03/21,45,46,H,Y,N,26,5,39.34,14.04,24.9,0.4,0
30/03/21,45,46,H,Y,N,27,6,69.64,37.74,28.7,3.19,0
6/04/21,46,47,H,Y,N,15,1,0.43,0,0.33,0.1,0
6/04/21,46,47,H,Y,N,16,2,10.65,9.11,0.64,0.9,0
6/04/21,46,47,H,Y,N,20,3,0.56,0,0.44,0.12,0
6/04/21,46,47,H,Y,N,23,4,7.78,7.63,0.16,0,0
6/04/21,46,47,H,Y,N,26,5,28.89,10.24,18.41,0.24,0
6/04/21,46,47,H,Y,N,27,6,71.5,31.51,37.94,2.05,0
13/04/21,47,48,H,Y,N,15,1,0.58,0.24,0.27,0.08,0
13/04/21,47,48,H,Y,N,16,2,11.45,9.66,0.36,1.43,0
13/04/21,47,48,H,Y,N,20,3,0.63,0.23,0.27,0.14,0
13/04/21,47,48,H,Y,N,23,4,14.31,14.31,0,0,0
13/04/21,47,48,H,Y,N,26,5,27.25,11,13.24,3.01,0
13/04/21,47,48,H,Y,N,27,6,52.97,18.79,33.03,1.16,0
20/04/21,48,49,H,Y,N,15,1,1.13,0.63,0.29,0.21,0
20/04/21,48,49,H,Y,N,16,2,11.16,10.25,0.31,0.61,0
20/04/21,48,49,H,Y,N,20,3,1.38,0.84,0.32,0.22,0
20/04/21,48,49,H,Y,N,23,4,26.31,26.31,0,0,0
20/04/21,48,49,H,Y,N,26,5,26.93,14.12,11.21,1.59,0
20/04/21,48,49,H,Y,N,27,6,52.52,14.8,37.71,0,0
27/04/21,49,50,H,Y,N,15,1,1.03,0.74,0.17,0.12,0
27/04/21,49,50,H,Y,N,16,2,11.13,9.7,0.99,0.44,0
27/04/21,49,50,H,Y,N,20,3,0.94,0.64,0.2,0.11,0
27/04/21,49,50,H,Y,N,23,4,36.11,34.61,0,1.5,0
27/04/21,49,50,H,Y,N,26,5,23.31,13.22,10.03,0.07,0
27/04/21,49,50,H,Y,N,27,6,50.17,12.35,37.06,0.76,0
4/05/21,50,51,H,Y,N,15,1,1.06,0.61,0.2,0.25,0
4/05/21,50,51,H,Y,N,16,2,4.93,3.69,1.01,0.23,0
4/05/21,50,51,H,Y,N,20,3,1.98,1.3,0.3,0.36,0.013333333
4/05/21,50,51,H,Y,N,23,4,22.44,21.08,0,1.36,0
4/05/21,50,51,H,Y,N,26,5,35.2,25.34,9.3,0.57,0
4/05/21,50,51,H,Y,N,27,6,59.81,14.44,43.92,1.45,0
11/05/21,51,52,H,Y,N,15,1,1.24,0.8,0.11,0.29,0.03
11/05/21,51,52,H,Y,N,16,2,4.48,3.07,0.86,0.37,0.176666667
11/05/21,51,52,H,Y,N,20,3,0.72,0.4,0.16,0.16,0
11/05/21,51,52,H,Y,N,23,4,6.38,6.13,0.25,0,0
11/05/21,51,52,H,Y,N,26,5,29.41,13.62,13.19,2.6,0
11/05/21,51,52,H,Y,N,27,6,42.76,13.29,25.1,4.36,0
18/05/21,52,53,H,Y,N,15,1,3.4,2.3,0,0.75,0.343333333
18/05/21,52,53,H,Y,N,16,2,7.87,4.63,1.1,2.08,0.06
18/05/21,52,53,H,Y,N,20,3,1.22,0.14,0.42,0.51,0.143333333
18/05/21,52,53,H,Y,N,23,4,4.11,3.12,0.41,0.58,0
18/05/21,52,53,H,Y,N,26,5,24.65,11.84,9.98,2.84,0
18/05/21,52,53,H,Y,N,27,6,35,2.35,30.49,2.16,0
25/05/21,53,54,H,Y,N,15,1,4.16,2.81,0,0.98,0.363333333
25/05/21,53,54,H,Y,N,16,2,6.24,4.48,1.07,0.68,0
25/05/21,53,54,H,Y,N,20,3,1.77,0.66,0.41,0.51,0.183333333
25/05/21,53,54,H,Y,N,23,4,2.82,1.84,0.29,0.54,0.156666667
25/05/21,53,54,H,Y,N,26,5,24.06,16.28,6.32,1.46,0
25/05/21,53,54,H,Y,N,27,6,20.97,0,20.87,0.09,0
1/06/21,54,55,H,Y,N,15,1,9.28,6.95,0,2.17,0.156666667
1/06/21,54,55,H,Y,N,16,2,9.78,6.04,1.78,1.95,0.016666667
1/06/21,54,55,H,Y,N,20,3,1.79,0.45,0.29,0.75,0.3
1/06/21,54,55,H,Y,N,23,4,9.44,7.14,0,1.7,0.6
1/06/21,54,55,H,Y,N,26,5,31.01,24.05,6.49,0.46,0
1/06/21,54,55,H,Y,N,27,6,31.98,1.34,30.01,0.63,0
8/06/21,55,56,H,Y,N,15,1,1.64,1.01,0.09,0.46,0.083333333
8/06/21,55,56,H,Y,N,16,2,8.98,5.79,1.31,1.56,0.316666667
8/06/21,55,56,H,Y,N,20,3,1.85,0.28,0.32,0.93,0.323333333
8/06/21,55,56,H,Y,N,23,4,1,0.65,0.19,0.16,0
8/06/21,55,56,H,Y,N,26,5,40.78,31.47,9.3,0,0
8/06/21,55,56,H,Y,N,27,6,29.18,0.53,28.24,0.4,0
15/06/21,56,57,H,Y,N,15,1,0.82,0.57,0.18,0.06,0
15/06/21,56,57,H,Y,N,16,2,10.26,6.04,1.77,2.45,0
15/06/21,56,57,H,Y,N,20,3,1.06,0.2,0.68,0.18,0
15/06/21,56,57,H,Y,N,23,4,5.98,5.29,0.48,0.19,0
15/06/21,56,57,H,Y,N,26,5,67.77,55.57,12.2,0,0
15/06/21,56,57,H,Y,N,27,6,72.52,36.7,35.82,0,0
22/06/21,57,58,H,Y,N,15,1,0.32,0.03,0.24,0.05,0
22/06/21,57,58,H,Y,N,16,2,4.6,1.51,1.79,1.01,0.3
22/06/21,57,58,H,Y,N,20,3,2.65,0.79,1.22,0.64,0
22/06/21,57,58,H,Y,N,23,4,90.65,90.65,0,0,0
22/06/21,57,58,H,Y,N,26,5,32.34,12.79,19.55,0,0
22/06/21,57,58,H,Y,N,27,6,45.63,23.64,21.96,0.02,0
29/06/21,58,59,H,Y,N,15,1,0.94,0.59,0.27,0.09,0
29/06/21,58,59,H,Y,N,16,2,5.95,2.66,1.63,0.93,0.733333333
29/06/21,58,59,H,Y,N,20,3,1.43,0.16,0.61,0.55,0.106666667
29/06/21,58,59,H,Y,N,23,4,32.28,32.28,0,0,0
29/06/21,58,59,H,Y,N,26,5,27.92,13.91,14.01,0,0
29/06/21,58,59,H,Y,N,27,6,58.52,36.56,21.96,0,0
6/07/21,59,60,H,Y,N,15,1,7.85,7.48,0.1,0.26,0
6/07/21,59,60,H,Y,N,16,2,5.61,1.4,2.54,1.11,0.566666667
6/07/21,59,60,H,Y,N,20,3,2.21,0.49,0.87,0.65,0.193333333
6/07/21,59,60,H,Y,N,23,4,31.5,31.5,0,0,0
6/07/21,59,60,H,Y,N,26,5,25.53,11.96,13.56,0,0
6/07/21,59,60,H,Y,N,27,6,40.97,27.2,13.06,0.72,0
13/07/21,60,61,H,Y,N,15,1,2.23,1.43,0.56,0.24,0
13/07/21,60,61,H,Y,N,16,2,9.52,3.73,4.33,1.45,0
13/07/21,60,61,H,Y,N,20,3,4.83,3.16,0.29,0.13,1.25
13/07/21,60,61,H,Y,N,23,4,32.43,32.43,0,0,0
13/07/21,60,61,H,Y,N,26,5,25.7,12.18,13.05,0.48,0
13/07/21,60,61,H,Y,N,27,6,46.91,34.35,12.02,0.54,0
19/05/20,0,1,HI,Y,Y,3,1,9.68,8.38,1.3,0,0
19/05/20,0,1,HI,Y,Y,4,2,30.75,30.7,0.05,0,0
19/05/20,0,1,HI,Y,Y,6,3,11.55,11.42,0.13,0,0
19/05/20,0,1,HI,Y,Y,8,4,6.19,6.19,0,0,0
19/05/20,0,1,HI,Y,Y,10,5,4.84,4.72,0.13,0,0
19/05/20,0,1,HI,Y,Y,11,6,5.38,5.38,0,0,0
26/05/20,1,2,HI,Y,Y,3,1,15.45,15.13,0.32,0,0
26/05/20,1,2,HI,Y,Y,4,2,18.46,17.05,1.4,0,0
26/05/20,1,2,HI,Y,Y,6,3,9.95,9.27,0.69,0,0
26/05/20,1,2,HI,Y,Y,8,4,9,9,0,0,0
26/05/20,1,2,HI,Y,Y,10,5,23.26,23.1,0.16,0,0
26/05/20,1,2,HI,Y,Y,11,6,11.34,11.34,0,0,0
2/06/20,2,3,HI,Y,Y,3,1,14.29,5.27,9.02,0,0
3/06/20,2,3,HI,Y,Y,4,2,12.18,7.75,4.27,0.16,0
3/06/20,2,3,HI,Y,Y,6,3,10.97,7.94,2.82,0.21,0
3/06/20,2,3,HI,Y,Y,8,4,8.18,7.97,0.2,0,0
3/06/20,2,3,HI,Y,Y,10,5,8.77,3.78,4.61,0.38,0
3/06/20,2,3,HI,Y,Y,11,6,23.33,23.16,0.17,0,0
9/06/20,3,4,HI,Y,Y,3,1,7.85,5.59,2.12,0.14,0
9/06/20,3,4,HI,Y,Y,4,2,12.91,8.51,3.5,0.9,0
9/06/20,3,4,HI,Y,Y,6,3,10.99,7.06,2.92,1.01,0
9/06/20,3,4,HI,Y,Y,8,4,11.14,10.17,0.37,0.61,0
9/06/20,3,4,HI,Y,Y,10,5,12.02,7.96,3.76,0.3,0
9/06/20,3,4,HI,Y,Y,11,6,21.58,20.94,0.44,0.2,0
16/06/20,4,5,HI,Y,Y,3,1,11.89,9.21,2.42,0.25,0
16/06/20,4,5,HI,Y,Y,4,2,6.01,2.28,3.39,0.33,0
16/06/20,4,5,HI,Y,Y,6,3,12.11,4.55,7.56,0,0
16/06/20,4,5,HI,Y,Y,8,4,8.87,7.54,1.12,0.21,0
16/06/20,4,5,HI,Y,Y,10,5,4.62,2.97,1.01,0.64,0
16/06/20,4,5,HI,Y,Y,11,6,13.35,11.93,0.91,0.5,0
23/06/20,5,6,HI,Y,Y,3,1,3.29,0.66,1.74,0.9,0
23/06/20,5,6,HI,Y,Y,4,2,10.58,7.91,2.24,0.43,0
23/06/20,5,6,HI,Y,Y,6,3,9.8,4.38,5.41,0.01,0
23/06/20,5,6,HI,Y,Y,8,4,9.55,6.44,2.91,0.2,0
